Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
134,0.071,0.090,0.104,0.265
135,0.071,0.090,0.104,0.265
136,0.071,0.094,0.104,0.269
137,0.071,0.090,0.103,0.264
138,0.071,0.090,0.104,0.265
139,0.071,0.090,0.104,0.265
140,0.071,0.090,0.104,0.265
141,0.071,0.090,0.103,0.264
142,0.071,0.090,0.103,0.264
143,0.071,0.090,0.104,0.265
144,0.071,0.090,0.104,0.265
145,0.071,0.090,0.107,0.268
146,0.075,0.090,0.104,0.269
147,0.072,0.090,0.104,0.266
148,0.073,0.090,0.104,0.267
149,0.071,0.090,0.104,0.265
150,0.071,0.090,0.103,0.264
151,0.071,0.094,0.103,0.268
152,0.070,0.090,0.104,0.264
153,0.071,0.089,0.104,0.264
154,0.072,0.090,0.104,0.266
155,0.071,0.089,0.104,0.264
156,0.071,0.090,0.104,0.265
157,0.071,0.090,0.104,0.265
158,0.071,0.090,0.104,0.265
159,0.071,0.090,0.104,0.265
160,0.071,0.090,0.104,0.265
161,0.071,0.090,0.104,0.265
162,0.071,0.091,0.104,0.266
163,0.071,0.089,0.104,0.264
164,0.071,0.090,0.104,0.265
165,0.071,0.090,0.104,0.265
166,0.076,0.090,0.104,0.270
167,0.071,0.089,0.103,0.263
168,0.071,0.090,0.104,0.265
169,0.072,0.090,0.104,0.266
170,0.071,0.090,0.104,0.265
171,0.071,0.090,0.104,0.265
172,0.071,0.089,0.103,0.263
173,0.071,0.089,0.103,0.263
174,0.072,0.090,0.103,0.265
175,0.071,0.090,0.104,0.265
176,0.071,0.090,0.106,0.267
177,0.071,0.090,0.103,0.264
178,0.071,0.090,0.103,0.264
179,0.071,0.091,0.104,0.266
180,0.071,0.090,0.103,0.264
181,0.074,0.090,0.103,0.267
182,0.071,0.090,0.103,0.264
183,0.071,0.090,0.104,0.265
184,0.071,0.089,0.104,0.264
185,0.071,0.090,0.104,0.265
186,0.070,0.090,0.103,0.263
187,0.072,0.090,0.104,0.266
188,0.071,0.090,0.104,0.265
189,0.071,0.090,0.103,0.264
190,0.071,0.090,0.104,0.265
191,0.071,0.090,0.103,0.264
192,0.072,0.091,0.104,0.267
193,0.071,0.090,0.104,0.265
194,0.071,0.090,0.103,0.264
195,0.071,0.090,0.105,0.266
196,0.075,0.090,0.103,0.268
197,0.071,0.090,0.104,0.265
198,0.070,0.089,0.104,0.263
199,0.071,0.090,0.104,0.265
200,0.072,0.090,0.104,0.266
201,0.071,0.090,0.103,0.264
202,0.071,0.089,0.103,0.263
203,0.070,0.089,0.104,0.263
204,0.072,0.091,0.105,0.268
205,0.071,0.090,0.104,0.265
206,0.071,0.090,0.104,0.265
207,0.072,0.091,0.105,0.268
208,0.075,0.090,0.104,0.269
209,0.071,0.090,0.104,0.265
210,0.071,0.090,0.104,0.265
211,0.075,0.090,0.104,0.269
212,0.071,0.089,0.103,0.263
213,0.072,0.090,0.104,0.266
214,0.071,0.089,0.103,0.263
215,0.071,0.090,0.104,0.265
216,0.071,0.089,0.103,0.263
217,0.071,0.090,0.103,0.264
218,0.071,0.091,0.104,0.266
219,0.071,0.090,0.105,0.266
220,0.071,0.090,0.103,0.264
221,0.070,0.089,0.103,0.262
222,0.071,0.090,0.104,0.265
223,0.070,0.089,0.103,0.262
224,0.071,0.090,0.104,0.265
225,0.071,0.090,0.103,0.264
226,0.073,0.090,0.103,0.266
227,0.071,0.089,0.104,0.264
228,0.071,0.089,0.104,0.264
229,0.071,0.091,0.104,0.266
230,0.071,0.089,0.103,0.263
231,0.070,0.090,0.104,0.264
232,0.071,0.090,0.104,0.265
233,0.071,0.090,0.103,0.264
234,0.071,0.090,0.104,0.265
235,0.071,0.089,0.103,0.263
236,0.072,0.090,0.104,0.266
237,0.071,0.090,0.104,0.265
238,0.071,0.090,0.104,0.265
239,0.071,0.090,0.104,0.265
240,0.071,0.090,0.104,0.265
241,0.073,0.090,0.104,0.267
242,0.071,0.090,0.103,0.264
243,0.071,0.090,0.103,0.264
244,0.071,0.090,0.104,0.265
245,0.071,0.090,0.104,0.265
246,0.071,0.089,0.103,0.263
247,0.072,0.090,0.104,0.266
248,0.073,0.092,0.105,0.270
249,0.071,0.089,0.103,0.263
250,0.071,0.090,0.103,0.264
251,0.071,0.089,0.103,0.263
252,0.072,0.090,0.104,0.266
253,0.072,0.091,0.104,0.267
254,0.071,0.090,0.104,0.265
255,0.072,0.091,0.104,0.267
256,0.073,0.090,0.103,0.266
257,0.071,0.089,0.104,0.264
258,0.071,0.090,0.104,0.265
259,0.071,0.089,0.103,0.263
260,0.070,0.089,0.103,0.262
261,0.071,0.090,0.104,0.265
262,0.071,0.090,0.104,0.265
263,0.071,0.089,0.103,0.263
264,0.071,0.090,0.104,0.265
265,0.071,0.090,0.104,0.265
266,0.071,0.090,0.103,0.264
267,0.071,0.090,0.104,0.265
268,0.071,0.090,0.104,0.265
269,0.071,0.090,0.103,0.264
270,0.071,0.090,0.104,0.265
271,0.075,0.091,0.104,0.270
272,0.071,0.089,0.103,0.263
273,0.071,0.090,0.103,0.264
274,0.072,0.091,0.104,0.267
275,0.071,0.090,0.104,0.265
276,0.071,0.089,0.103,0.263
277,0.070,0.089,0.104,0.263
278,0.071,0.090,0.104,0.265
279,0.071,0.090,0.104,0.265
280,0.071,0.090,0.104,0.265
281,0.072,0.090,0.104,0.266
282,0.072,0.090,0.115,0.277
283,0.073,0.091,0.104,0.268
284,0.072,0.090,0.104,0.266
285,0.071,0.099,0.105,0.275
286,0.073,0.090,0.104,0.267
287,0.073,0.091,0.104,0.268
288,0.071,0.090,0.104,0.265
289,0.074,0.090,0.105,0.269
290,0.072,0.091,0.105,0.268
291,0.071,0.090,0.104,0.265
292,0.071,0.091,0.104,0.266
293,0.165,0.093,0.107,0.365
294,0.081,0.099,0.115,0.295
295,0.073,0.094,0.107,0.274
296,0.079,0.091,0.104,0.274
297,0.071,0.092,0.104,0.267
298,0.072,0.091,0.104,0.267
299,0.072,0.113,0.107,0.292
300,0.072,0.090,0.104,0.266
301,0.071,0.090,0.105,0.266
302,0.071,0.091,0.104,0.266
303,0.071,0.089,0.103,0.263
304,0.072,0.096,0.106,0.274
305,0.072,0.090,0.104,0.266
306,0.072,0.091,0.105,0.268
307,0.071,0.092,0.109,0.272
308,0.073,0.093,0.106,0.272
309,0.073,0.091,0.106,0.270
310,0.072,0.090,0.104,0.266
311,0.071,0.090,0.104,0.265
312,0.072,0.091,0.105,0.268
313,0.072,0.090,0.122,0.284
314,0.075,0.090,0.106,0.271
315,0.072,0.091,0.105,0.268
316,0.072,0.091,0.107,0.270
317,0.071,0.092,0.105,0.268
318,0.073,0.092,0.109,0.274
319,0.073,0.094,0.104,0.271
320,0.071,0.090,0.104,0.265
321,0.071,0.090,0.104,0.265
322,0.071,0.091,0.105,0.267
323,0.073,0.091,0.104,0.268
324,0.071,0.089,0.103,0.263
325,0.071,0.090,0.105,0.266
326,0.071,0.090,0.104,0.265
327,0.071,0.090,0.104,0.265
328,0.072,0.090,0.122,0.284
329,0.072,0.090,0.104,0.266
330,0.071,0.090,0.103,0.264
331,0.071,0.090,0.104,0.265
332,0.071,0.090,0.105,0.266
333,0.073,0.097,0.105,0.275
334,0.072,0.091,0.104,0.267
335,0.072,0.091,0.104,0.267
336,0.071,0.091,0.104,0.266
337,0.071,0.090,0.104,0.265
338,0.071,0.089,0.103,0.263
339,0.071,0.090,0.105,0.266
340,0.071,0.090,0.104,0.265
341,0.072,0.092,0.104,0.268
342,0.071,0.090,0.103,0.264
343,0.071,0.099,0.106,0.276
344,0.072,0.090,0.105,0.267
345,0.072,0.091,0.115,0.278
346,0.075,0.093,0.108,0.276
347,0.080,0.092,0.108,0.280
348,0.072,0.090,0.105,0.267
349,0.071,0.090,0.104,0.265
350,0.072,0.093,0.106,0.271
351,0.072,0.090,0.105,0.267
352,0.072,0.089,0.105,0.266
353,0.071,0.090,0.104,0.265
354,0.071,0.089,0.106,0.266
355,0.073,0.093,0.104,0.270
356,0.071,0.090,0.104,0.265
357,0.072,0.090,0.104,0.266
358,0.094,0.096,0.113,0.303
359,0.072,0.090,0.104,0.266
360,0.071,0.090,0.104,0.265
361,0.071,0.090,0.104,0.265
362,0.071,0.089,0.103,0.263
363,0.071,0.092,0.103,0.266
364,0.071,0.090,0.104,0.265
365,0.071,0.090,0.104,0.265
366,0.071,0.093,0.104,0.268
367,0.072,0.090,0.103,0.265
368,0.071,0.089,0.103,0.263
369,0.070,0.090,0.104,0.264
370,0.071,0.090,0.103,0.264
371,0.071,0.090,0.103,0.264
372,0.071,0.090,0.114,0.275
373,0.072,0.091,0.104,0.267
374,0.071,0.091,0.105,0.267
375,0.072,0.091,0.105,0.268
376,0.072,0.095,0.106,0.273
377,0.072,0.090,0.107,0.269
378,0.072,0.093,0.105,0.270
379,0.071,0.090,0.104,0.265
380,0.071,0.090,0.103,0.264
381,0.071,0.090,0.104,0.265
382,0.071,0.090,0.104,0.265
383,0.072,0.090,0.105,0.267
384,0.071,0.091,0.104,0.266
385,0.072,0.091,0.104,0.267
386,0.071,0.089,0.105,0.265
387,0.072,0.090,0.122,0.284
388,0.072,0.090,0.104,0.266
389,0.072,0.091,0.104,0.267
390,0.071,0.089,0.103,0.263
391,0.074,0.090,0.104,0.268
392,0.071,0.090,0.104,0.265
393,0.071,0.091,0.105,0.267
394,0.071,0.091,0.105,0.267
395,0.074,0.091,0.111,0.276
396,0.072,0.090,0.104,0.266
397,0.074,0.090,0.104,0.268
398,0.071,0.090,0.104,0.265
399,0.071,0.089,0.106,0.266
400,0.071,0.090,0.104,0.265
401,0.071,0.090,0.104,0.265
402,0.072,0.112,0.109,0.293
403,0.072,0.090,0.104,0.266
404,0.071,0.093,0.104,0.268
405,0.070,0.089,0.104,0.263
406,0.072,0.090,0.104,0.266
407,0.071,0.089,0.103,0.263
408,0.071,0.090,0.104,0.265
409,0.071,0.092,0.104,0.267
410,0.071,0.089,0.103,0.263
411,0.071,0.090,0.104,0.265
412,0.071,0.090,0.125,0.286
413,0.074,0.104,0.105,0.283
414,0.071,0.090,0.103,0.264
415,0.071,0.089,0.103,0.263
416,0.071,0.094,0.104,0.269
417,0.071,0.090,0.104,0.265
418,0.072,0.090,0.104,0.266
419,0.084,0.109,0.107,0.300
420,0.072,0.091,0.105,0.268
421,0.072,0.097,0.108,0.277
422,0.073,0.091,0.106,0.270
423,0.072,0.093,0.113,0.278
424,0.076,0.094,0.106,0.276
425,0.072,0.090,0.105,0.267
426,0.072,0.090,0.108,0.270
427,0.072,0.090,0.127,0.289
428,0.087,0.091,0.105,0.283
429,0.071,0.090,0.104,0.265
430,0.070,0.089,0.106,0.265
431,0.071,0.090,0.104,0.265
432,0.071,0.090,0.104,0.265
433,0.070,0.090,0.104,0.264
434,0.072,0.090,0.104,0.266
435,0.071,0.092,0.104,0.267
436,0.071,0.090,0.104,0.265
437,0.071,0.090,0.104,0.265
438,0.072,0.089,0.103,0.264
439,0.071,0.090,0.104,0.265
440,0.070,0.089,0.104,0.263
441,0.074,0.091,0.105,0.270
442,0.071,0.096,0.107,0.274
443,0.072,0.090,0.103,0.265
444,0.071,0.090,0.104,0.265
445,0.071,0.089,0.104,0.264
446,0.072,0.090,0.106,0.268
447,0.071,0.090,0.103,0.264
448,0.071,0.090,0.104,0.265
449,0.072,0.113,0.106,0.291
450,0.073,0.092,0.105,0.270
451,0.072,0.095,0.106,0.273
452,0.078,0.094,0.113,0.285
453,0.074,0.093,0.107,0.274
454,0.076,0.091,0.106,0.273
455,0.076,0.092,0.107,0.275
456,0.073,0.090,0.106,0.269
457,0.093,0.098,0.106,0.297
458,0.072,0.091,0.104,0.267
459,0.071,0.090,0.103,0.264
460,0.070,0.094,0.104,0.268
461,0.071,0.089,0.103,0.263
462,0.071,0.090,0.104,0.265
463,0.074,0.090,0.103,0.267
464,0.071,0.090,0.104,0.265
465,0.071,0.089,0.103,0.263
466,0.071,0.090,0.103,0.264
467,0.071,0.090,0.104,0.265
468,0.071,0.090,0.104,0.265
469,0.071,0.092,0.104,0.267
470,0.071,0.090,0.104,0.265
471,0.071,0.089,0.116,0.276
472,0.075,0.091,0.105,0.271
473,0.071,0.090,0.104,0.265
474,0.072,0.090,0.104,0.266
475,0.074,0.090,0.104,0.268
476,0.071,0.090,0.103,0.264
477,0.070,0.090,0.105,0.265
478,0.071,0.089,0.103,0.263
479,0.070,0.089,0.112,0.271
480,0.084,0.090,0.104,0.278
481,0.072,0.091,0.107,0.270
482,0.072,0.090,0.105,0.267
483,0.072,0.094,0.108,0.274
484,0.073,0.093,0.104,0.270
485,0.072,0.090,0.104,0.266
486,0.071,0.100,0.112,0.283
487,0.072,0.090,0.104,0.266
488,0.072,0.090,0.104,0.266
489,0.071,0.089,0.103,0.263
490,0.071,0.090,0.104,0.265
491,0.071,0.091,0.104,0.266
492,0.072,0.090,0.104,0.266
493,0.071,0.089,0.103,0.263
494,0.071,0.090,0.104,0.265
495,0.071,0.090,0.106,0.267
496,0.071,0.089,0.103,0.263
497,0.071,0.090,0.104,0.265
498,0.071,0.089,0.104,0.264
499,0.071,0.090,0.104,0.265
500,0.071,0.090,0.105,0.266
501,0.071,0.100,0.108,0.279
502,0.072,0.090,0.104,0.266
503,0.071,0.090,0.104,0.265
504,0.071,0.090,0.103,0.264
505,0.072,0.091,0.104,0.267
506,0.071,0.090,0.105,0.266
507,0.077,0.090,0.105,0.272
508,0.071,0.090,0.105,0.266
509,0.071,0.090,0.103,0.264
510,0.071,0.092,0.124,0.287
511,0.072,0.090,0.104,0.266
512,0.072,0.090,0.104,0.266
513,0.070,0.089,0.106,0.265
514,0.071,0.090,0.106,0.267
515,0.071,0.091,0.106,0.268
516,0.081,0.090,0.104,0.275
517,0.072,0.092,0.104,0.268
518,0.071,0.090,0.104,0.265
519,0.071,0.090,0.104,0.265
520,0.071,0.090,0.104,0.265
521,0.076,0.090,0.104,0.270
522,0.074,0.091,0.105,0.270
523,0.073,0.092,0.110,0.275
524,0.072,0.091,0.107,0.270
525,0.071,0.090,0.104,0.265
526,0.071,0.090,0.103,0.264
527,0.073,0.090,0.104,0.267
528,0.071,0.090,0.104,0.265
529,0.071,0.090,0.107,0.268
530,0.071,0.090,0.125,0.286
531,0.075,0.091,0.104,0.270
532,0.072,0.090,0.104,0.266
533,0.071,0.089,0.103,0.263
534,0.070,0.092,0.104,0.266
535,0.071,0.090,0.104,0.265
536,0.071,0.090,0.104,0.265
537,0.070,0.090,0.104,0.264
538,0.074,0.090,0.104,0.268
539,0.071,0.090,0.103,0.264
540,0.071,0.090,0.104,0.265
541,0.076,0.103,0.103,0.282
542,0.071,0.090,0.104,0.265
543,0.073,0.090,0.106,0.269
544,0.071,0.093,0.105,0.269
545,0.073,0.099,0.107,0.279
546,0.073,0.090,0.105,0.268
547,0.071,0.090,0.104,0.265
548,0.072,0.089,0.104,0.265
549,0.071,0.090,0.108,0.269
550,0.071,0.091,0.105,0.267
551,0.076,0.093,0.107,0.276
552,0.073,0.093,0.105,0.271
553,0.072,0.090,0.104,0.266
554,0.071,0.092,0.104,0.267
555,0.071,0.090,0.105,0.266
556,0.071,0.090,0.103,0.264
557,0.071,0.090,0.104,0.265
558,0.071,0.090,0.103,0.264
559,0.071,0.090,0.104,0.265
560,0.088,0.092,0.107,0.287
561,0.071,0.090,0.104,0.265
562,0.071,0.090,0.104,0.265
563,0.072,0.090,0.106,0.268
564,0.071,0.090,0.104,0.265
565,0.071,0.090,0.104,0.265
566,0.071,0.090,0.104,0.265
567,0.072,0.090,0.104,0.266
568,0.071,0.092,0.104,0.267
569,0.071,0.090,0.104,0.265
570,0.072,0.090,0.104,0.266
571,0.073,0.090,0.109,0.272
572,0.082,0.090,0.105,0.277
573,0.071,0.090,0.103,0.264
574,0.072,0.090,0.111,0.273
575,0.071,0.089,0.106,0.266
576,0.070,0.089,0.103,0.262
577,0.071,0.090,0.103,0.264
578,0.071,0.090,0.105,0.266
579,0.072,0.090,0.104,0.266
580,0.075,0.091,0.106,0.272
581,0.072,0.090,0.104,0.266
582,0.071,0.090,0.104,0.265
583,0.072,0.090,0.105,0.267
584,0.071,0.090,0.104,0.265
585,0.071,0.093,0.104,0.268
586,0.071,0.089,0.104,0.264
587,0.076,0.093,0.105,0.274
588,0.071,0.089,0.103,0.263
589,0.071,0.101,0.107,0.279
590,0.071,0.090,0.104,0.265
591,0.078,0.090,0.104,0.272
592,0.071,0.090,0.104,0.265
593,0.071,0.090,0.105,0.266
594,0.071,0.090,0.104,0.265
595,0.071,0.090,0.103,0.264
596,0.071,0.090,0.104,0.265
597,0.071,0.089,0.103,0.263
598,0.071,0.090,0.104,0.265
599,0.071,0.090,0.104,0.265
600,0.073,0.090,0.103,0.266
601,0.070,0.090,0.104,0.264
602,0.071,0.094,0.114,0.279
603,0.074,0.091,0.105,0.270
604,0.071,0.095,0.104,0.270
605,0.074,0.091,0.104,0.269
606,0.072,0.090,0.107,0.269
607,0.073,0.095,0.105,0.273
608,0.071,0.090,0.104,0.265
609,0.072,0.095,0.103,0.270
610,0.070,0.090,0.103,0.263
611,0.071,0.092,0.105,0.268
612,0.071,0.090,0.104,0.265
613,0.073,0.090,0.103,0.266
614,0.071,0.091,0.108,0.270
615,0.071,0.090,0.104,0.265
616,0.071,0.090,0.104,0.265
617,0.071,0.090,0.104,0.265
618,0.071,0.091,0.104,0.266
619,0.087,0.096,0.112,0.295
620,0.071,0.090,0.104,0.265
621,0.071,0.090,0.104,0.265
622,0.072,0.090,0.105,0.267
623,0.071,0.091,0.103,0.265
624,0.071,0.090,0.104,0.265
625,0.071,0.090,0.104,0.265
626,0.071,0.090,0.104,0.265
627,0.071,0.090,0.104,0.265
628,0.073,0.090,0.104,0.267
629,0.071,0.090,0.104,0.265
630,0.072,0.090,0.104,0.266
631,0.070,0.089,0.103,0.262
632,0.071,0.090,0.104,0.265
633,0.071,0.108,0.110,0.289
634,0.074,0.090,0.104,0.268
635,0.071,0.090,0.105,0.266
636,0.071,0.090,0.114,0.275
637,0.072,0.090,0.110,0.272
638,0.071,0.091,0.111,0.273
639,0.077,0.091,0.106,0.274
640,0.071,0.093,0.104,0.268
641,0.071,0.090,0.104,0.265
642,0.072,0.091,0.104,0.267
643,0.071,0.090,0.104,0.265
644,0.071,0.090,0.104,0.265
645,0.071,0.093,0.104,0.268
646,0.071,0.090,0.104,0.265
647,0.071,0.090,0.104,0.265
648,0.071,0.092,0.127,0.290
649,0.072,0.090,0.104,0.266
650,0.071,0.090,0.104,0.265
651,0.071,0.090,0.104,0.265
652,0.071,0.090,0.104,0.265
653,0.074,0.090,0.104,0.268
654,0.071,0.090,0.104,0.265
655,0.070,0.090,0.105,0.265
656,0.072,0.090,0.104,0.266
657,0.071,0.090,0.104,0.265
658,0.072,0.091,0.105,0.268
659,0.071,0.090,0.104,0.265
660,0.071,0.089,0.105,0.265
661,0.071,0.090,0.104,0.265
662,0.071,0.090,0.104,0.265
663,0.071,0.093,0.104,0.268
664,0.091,0.094,0.105,0.290
665,0.071,0.090,0.104,0.265
666,0.071,0.090,0.104,0.265
667,0.071,0.090,0.104,0.265
668,0.071,0.090,0.104,0.265
669,0.074,0.090,0.104,0.268
670,0.071,0.090,0.104,0.265
671,0.072,0.091,0.105,0.268
672,0.071,0.090,0.104,0.265
673,0.071,0.090,0.104,0.265
674,0.071,0.090,0.104,0.265
675,0.075,0.090,0.104,0.269
676,0.071,0.090,0.104,0.265
677,0.072,0.090,0.105,0.267
678,0.071,0.095,0.103,0.269
679,0.072,0.090,0.104,0.266
680,0.071,0.090,0.104,0.265
681,0.071,0.089,0.104,0.264
682,0.071,0.090,0.104,0.265
683,0.071,0.090,0.104,0.265
684,0.073,0.090,0.103,0.266
685,0.071,0.095,0.114,0.280
686,0.072,0.095,0.105,0.272
687,0.071,0.090,0.103,0.264
688,0.070,0.089,0.103,0.262
689,0.071,0.090,0.103,0.264
690,0.071,0.090,0.106,0.267
691,0.071,0.090,0.104,0.265
692,0.081,0.091,0.105,0.277
693,0.071,0.090,0.108,0.269
694,0.079,0.090,0.104,0.273
695,0.072,0.090,0.105,0.267
696,0.072,0.092,0.105,0.269
697,0.073,0.090,0.106,0.269
698,0.077,0.091,0.105,0.273
699,0.072,0.091,0.107,0.270
700,0.072,0.093,0.105,0.270
701,0.071,0.090,0.104,0.265
702,0.071,0.092,0.106,0.269
703,0.074,0.090,0.103,0.267
704,0.071,0.091,0.104,0.266
705,0.071,0.090,0.104,0.265
706,0.071,0.090,0.122,0.283
707,0.073,0.091,0.104,0.268
708,0.072,0.091,0.104,0.267
709,0.072,0.090,0.105,0.267
710,0.074,0.090,0.104,0.268
711,0.071,0.090,0.104,0.265
712,0.072,0.090,0.104,0.266
713,0.072,0.090,0.104,0.266
714,0.071,0.090,0.106,0.267
715,0.072,0.090,0.104,0.266
716,0.071,0.090,0.104,0.265
717,0.071,0.090,0.104,0.265
718,0.072,0.090,0.104,0.266
719,0.071,0.090,0.103,0.264
720,0.071,0.090,0.106,0.267
721,0.071,0.090,0.107,0.268
722,0.072,0.091,0.104,0.267
723,0.071,0.090,0.105,0.266
724,0.070,0.089,0.121,0.280
725,0.072,0.090,0.104,0.266
726,0.071,0.091,0.104,0.266
727,0.071,0.090,0.108,0.269
728,0.071,0.093,0.107,0.271
729,0.075,0.092,0.107,0.274
730,0.073,0.091,0.105,0.269
731,0.074,0.091,0.104,0.269
732,0.071,0.090,0.104,0.265
733,0.082,0.094,0.108,0.284
734,0.071,0.090,0.109,0.270
735,0.072,0.090,0.104,0.266
736,0.087,0.091,0.105,0.283
737,0.071,0.090,0.104,0.265
738,0.071,0.090,0.104,0.265
739,0.071,0.090,0.106,0.267
740,0.071,0.089,0.103,0.263
741,0.071,0.090,0.104,0.265
742,0.071,0.092,0.103,0.266
743,0.071,0.090,0.104,0.265
744,0.070,0.090,0.104,0.264
745,0.071,0.090,0.103,0.264
746,0.071,0.090,0.104,0.265
747,0.071,0.092,0.104,0.267
748,0.071,0.090,0.103,0.264
749,0.072,0.090,0.105,0.267
750,0.071,0.090,0.108,0.269
751,0.074,0.091,0.104,0.269
752,0.071,0.090,0.104,0.265
753,0.071,0.089,0.103,0.263
754,0.071,0.090,0.103,0.264
755,0.071,0.110,0.106,0.287
756,0.071,0.090,0.104,0.265
757,0.073,0.091,0.105,0.269
758,0.073,0.092,0.109,0.274
759,0.074,0.091,0.107,0.272
760,0.073,0.090,0.104,0.267
761,0.072,0.091,0.104,0.267
762,0.071,0.090,0.104,0.265
763,0.071,0.090,0.104,0.265
764,0.071,0.093,0.104,0.268
765,0.072,0.090,0.113,0.275
766,0.071,0.092,0.103,0.266
767,0.072,0.093,0.105,0.270
768,0.072,0.091,0.105,0.268
769,0.072,0.090,0.104,0.266
770,0.071,0.090,0.105,0.266
771,0.071,0.090,0.104,0.265
