Iteración,Tiempo Keygen (ms),Tiempo Encapsulación (ms),Tiempo Decapsulación (ms),Tiempo Total (ms)
772,0.050,0.062,0.060,0.172
773,0.051,0.063,0.061,0.175
774,0.051,0.063,0.061,0.175
775,0.051,0.064,0.062,0.177
776,0.051,0.063,0.060,0.174
777,0.050,0.062,0.060,0.172
778,0.052,0.064,0.062,0.178
779,0.051,0.063,0.061,0.175
780,0.051,0.064,0.061,0.176
781,0.050,0.063,0.060,0.173
782,0.050,0.063,0.060,0.173
783,0.050,0.063,0.060,0.173
784,0.050,0.063,0.061,0.174
785,0.051,0.064,0.063,0.178
786,0.051,0.064,0.061,0.176
787,0.050,0.063,0.061,0.174
788,0.051,0.063,0.060,0.174
789,0.051,0.064,0.060,0.175
790,0.050,0.062,0.060,0.172
791,0.051,0.062,0.060,0.173
792,0.050,0.062,0.068,0.180
793,0.052,0.063,0.061,0.176
794,0.051,0.063,0.061,0.175
795,0.051,0.063,0.060,0.174
796,0.050,0.062,0.060,0.172
797,0.051,0.063,0.060,0.174
798,0.051,0.063,0.061,0.175
799,0.051,0.063,0.061,0.175
800,0.051,0.063,0.060,0.174
801,0.050,0.063,0.061,0.174
802,0.050,0.062,0.061,0.173
803,0.051,0.063,0.060,0.174
804,0.051,0.062,0.060,0.173
805,0.050,0.063,0.061,0.174
806,0.051,0.063,0.061,0.175
807,0.051,0.063,0.060,0.174
808,0.050,0.063,0.062,0.175
809,0.052,0.063,0.061,0.176
810,0.052,0.064,0.062,0.178
811,0.051,0.063,0.060,0.174
812,0.050,0.063,0.060,0.173
813,0.050,0.063,0.060,0.173
814,0.052,0.064,0.062,0.178
815,0.051,0.076,0.060,0.187
816,0.051,0.063,0.061,0.175
817,0.050,0.063,0.061,0.174
818,0.050,0.063,0.060,0.173
819,0.050,0.063,0.060,0.173
820,0.050,0.063,0.060,0.173
821,0.051,0.063,0.061,0.175
822,0.051,0.063,0.061,0.175
823,0.051,0.063,0.060,0.174
824,0.051,0.063,0.061,0.175
825,0.050,0.063,0.060,0.173
826,0.052,0.063,0.061,0.176
827,0.051,0.063,0.060,0.174
828,0.051,0.063,0.060,0.174
829,0.051,0.063,0.060,0.174
830,0.050,0.063,0.060,0.173
831,0.051,0.063,0.060,0.174
832,0.050,0.062,0.060,0.172
833,0.051,0.063,0.061,0.175
834,0.051,0.063,0.060,0.174
835,0.050,0.063,0.061,0.174
836,0.052,0.064,0.061,0.177
837,0.050,0.062,0.068,0.180
838,0.054,0.065,0.062,0.181
839,0.052,0.064,0.061,0.177
840,0.050,0.063,0.060,0.173
841,0.050,0.063,0.060,0.173
842,0.051,0.063,0.060,0.174
843,0.050,0.063,0.060,0.173
844,0.050,0.063,0.061,0.174
845,0.051,0.063,0.060,0.174
846,0.051,0.063,0.060,0.174
847,0.051,0.063,0.060,0.174
848,0.051,0.063,0.060,0.174
849,0.051,0.063,0.061,0.175
850,0.050,0.064,0.061,0.175
851,0.051,0.063,0.061,0.175
852,0.052,0.063,0.062,0.177
853,0.051,0.062,0.060,0.173
854,0.051,0.063,0.060,0.174
855,0.051,0.063,0.060,0.174
856,0.050,0.063,0.060,0.173
857,0.051,0.063,0.061,0.175
858,0.050,0.063,0.060,0.173
859,0.050,0.062,0.060,0.172
860,0.050,0.076,0.064,0.190
861,0.052,0.063,0.060,0.175
862,0.050,0.062,0.060,0.172
863,0.051,0.063,0.060,0.174
864,0.051,0.063,0.062,0.176
865,0.051,0.063,0.061,0.175
866,0.051,0.063,0.061,0.175
867,0.051,0.063,0.061,0.175
868,0.053,0.063,0.061,0.177
869,0.050,0.063,0.060,0.173
870,0.051,0.062,0.060,0.173
871,0.050,0.063,0.060,0.173
872,0.050,0.063,0.060,0.173
873,0.051,0.063,0.060,0.174
874,0.052,0.064,0.061,0.177
875,0.051,0.063,0.061,0.175
876,0.058,0.071,0.061,0.190
877,0.051,0.062,0.060,0.173
878,0.051,0.063,0.061,0.175
879,0.053,0.064,0.060,0.177
880,0.051,0.063,0.060,0.174
881,0.050,0.063,0.060,0.173
882,0.050,0.071,0.061,0.182
883,0.051,0.063,0.060,0.174
884,0.051,0.063,0.060,0.174
885,0.051,0.063,0.060,0.174
886,0.053,0.065,0.063,0.181
887,0.051,0.063,0.060,0.174
888,0.050,0.067,0.061,0.178
889,0.051,0.065,0.062,0.178
890,0.051,0.064,0.061,0.176
891,0.051,0.063,0.060,0.174
892,0.051,0.064,0.061,0.176
893,0.055,0.065,0.061,0.181
894,0.050,0.063,0.061,0.174
895,0.051,0.063,0.060,0.174
896,0.050,0.063,0.060,0.173
897,0.052,0.064,0.062,0.178
898,0.051,0.063,0.061,0.175
899,0.050,0.063,0.061,0.174
900,0.051,0.063,0.061,0.175
901,0.051,0.063,0.062,0.176
902,0.052,0.063,0.060,0.175
903,0.050,0.063,0.061,0.174
904,0.051,0.063,0.060,0.174
905,0.061,0.063,0.061,0.185
906,0.051,0.063,0.060,0.174
907,0.050,0.062,0.060,0.172
908,0.052,0.064,0.062,0.178
909,0.050,0.063,0.060,0.173
910,0.050,0.062,0.060,0.172
911,0.051,0.063,0.060,0.174
912,0.050,0.063,0.060,0.173
913,0.050,0.062,0.060,0.172
914,0.051,0.063,0.060,0.174
915,0.051,0.063,0.061,0.175
916,0.051,0.063,0.061,0.175
917,0.051,0.063,0.060,0.174
918,0.051,0.063,0.061,0.175
919,0.051,0.063,0.060,0.174
920,0.051,0.063,0.060,0.174
921,0.051,0.063,0.060,0.174
922,0.051,0.063,0.061,0.175
923,0.051,0.063,0.060,0.174
924,0.050,0.062,0.060,0.172
925,0.051,0.063,0.060,0.174
926,0.051,0.063,0.060,0.174
927,0.050,0.065,0.061,0.176
928,0.050,0.063,0.060,0.173
929,0.051,0.063,0.060,0.174
930,0.051,0.063,0.061,0.175
931,0.051,0.063,0.061,0.175
932,0.050,0.063,0.060,0.173
933,0.050,0.062,0.060,0.172
934,0.051,0.063,0.061,0.175
935,0.051,0.063,0.061,0.175
936,0.051,0.063,0.061,0.175
937,0.052,0.064,0.061,0.177
938,0.050,0.063,0.060,0.173
939,0.050,0.062,0.060,0.172
940,0.051,0.064,0.061,0.176
941,0.051,0.064,0.060,0.175
942,0.051,0.063,0.062,0.176
943,0.052,0.064,0.063,0.179
944,0.053,0.063,0.061,0.177
945,0.050,0.063,0.061,0.174
946,0.052,0.063,0.061,0.176
947,0.051,0.063,0.061,0.175
948,0.052,0.064,0.062,0.178
949,0.051,0.063,0.061,0.175
950,0.057,0.066,0.060,0.183
951,0.051,0.063,0.060,0.174
952,0.051,0.064,0.061,0.176
953,0.050,0.063,0.060,0.173
954,0.052,0.064,0.062,0.178
955,0.051,0.063,0.060,0.174
956,0.052,0.064,0.062,0.178
957,0.051,0.064,0.062,0.177
958,0.051,0.063,0.061,0.175
959,0.051,0.063,0.063,0.177
960,0.051,0.064,0.062,0.177
961,0.050,0.063,0.060,0.173
962,0.050,0.063,0.061,0.174
963,0.051,0.064,0.061,0.176
964,0.050,0.063,0.060,0.173
965,0.050,0.063,0.060,0.173
966,0.050,0.063,0.060,0.173
967,0.050,0.062,0.060,0.172
968,0.051,0.063,0.061,0.175
969,0.051,0.063,0.060,0.174
970,0.051,0.063,0.060,0.174
971,0.051,0.063,0.061,0.175
972,0.050,0.063,0.070,0.183
973,0.052,0.063,0.061,0.176
974,0.050,0.063,0.060,0.173
975,0.050,0.062,0.060,0.172
976,0.050,0.063,0.060,0.173
977,0.050,0.063,0.060,0.173
978,0.052,0.064,0.062,0.178
979,0.051,0.064,0.061,0.176
980,0.050,0.063,0.060,0.173
981,0.050,0.063,0.060,0.173
982,0.050,0.063,0.060,0.173
983,0.051,0.063,0.060,0.174
984,0.051,0.063,0.060,0.174
985,0.050,0.063,0.061,0.174
986,0.051,0.063,0.060,0.174
987,0.051,0.063,0.061,0.175
988,0.052,0.063,0.061,0.176
989,0.051,0.065,0.061,0.177
990,0.051,0.064,0.060,0.175
991,0.051,0.064,0.060,0.175
992,0.051,0.063,0.060,0.174
993,0.051,0.062,0.060,0.173
994,0.052,0.064,0.061,0.177
995,0.056,0.065,0.061,0.182
996,0.051,0.063,0.060,0.174
997,0.051,0.063,0.061,0.175
998,0.051,0.063,0.060,0.174
999,0.051,0.064,0.062,0.177
1000,0.050,0.062,0.060,0.172
