Iteración,Kyber Version,Tiempo Generación Claves,Tiempo Encapsulación,Tiempo Decapsulación,Tiempo Total
74,kyber512,0.0481,0.0562,0.0754,0.1797
75,kyber512,0.0513,0.0562,0.0749,0.1824
76,kyber512,0.0476,0.0563,0.0757,0.1796
77,kyber512,0.0485,0.0648,0.0762,0.1895
78,kyber512,0.0476,0.0562,0.0752,0.1790
79,kyber512,0.0475,0.0558,0.0757,0.1790
80,kyber512,0.0483,0.0561,0.0749,0.1793
81,kyber512,0.0490,0.0576,0.0774,0.1840
82,kyber512,0.0471,0.0558,0.0849,0.1878
83,kyber512,0.0474,0.0572,0.0754,0.1800
84,kyber512,0.0470,0.0562,0.0759,0.1791
85,kyber512,0.0481,0.0562,0.0784,0.1827
86,kyber512,0.0480,0.0563,0.0752,0.1795
87,kyber512,0.0497,0.0562,0.0843,0.1902
88,kyber512,0.0478,0.0563,0.0747,0.1788
89,kyber512,0.0477,0.0556,0.0750,0.1783
90,kyber512,0.0483,0.0560,0.0744,0.1787
91,kyber512,0.0470,0.0559,0.0749,0.1778
92,kyber512,0.0496,0.0582,0.0775,0.1853
93,kyber512,0.0603,0.0568,0.0752,0.1923
94,kyber512,0.0494,0.0577,0.0771,0.1842
95,kyber512,0.0476,0.0569,0.0753,0.1798
96,kyber512,0.0473,0.0596,0.0756,0.1825
97,kyber512,0.0481,0.0560,0.0753,0.1794
98,kyber512,0.0467,0.0646,0.0751,0.1864
99,kyber512,0.0476,0.0562,0.0754,0.1792
100,kyber512,0.0483,0.0562,0.0754,0.1799
101,kyber512,0.0470,0.0562,0.0746,0.1778
102,kyber512,0.0484,0.0559,0.0758,0.1801
103,kyber512,0.0515,0.0619,0.0843,0.1977
104,kyber512,0.0479,0.0559,0.2201,0.3239
105,kyber512,0.0492,0.0562,0.0748,0.1802
106,kyber512,0.0477,0.0590,0.0750,0.1817
107,kyber512,0.0485,0.0563,0.0743,0.1791
108,kyber512,0.0566,0.0557,0.0754,0.1877
109,kyber512,0.0481,0.0562,0.0753,0.1796
110,kyber512,0.0494,0.0567,0.0766,0.1827
111,kyber512,0.0481,0.0554,0.0758,0.1793
112,kyber512,0.0472,0.0566,0.0753,0.1791
113,kyber512,0.0472,0.0668,0.0757,0.1897
114,kyber512,0.0483,0.0562,0.0754,0.1799
115,kyber512,0.0476,0.0557,0.0757,0.1790
116,kyber512,0.0476,0.0558,0.0757,0.1791
117,kyber512,0.0481,0.0560,0.0752,0.1793
118,kyber512,0.0473,0.0562,0.0852,0.1887
119,kyber512,0.0477,0.0563,0.0746,0.1786
120,kyber512,0.0483,0.0562,0.0763,0.1808
121,kyber512,0.0476,0.0555,0.0754,0.1785
122,kyber512,0.0509,0.0562,0.0752,0.1823
123,kyber512,0.0474,0.0567,0.0757,0.1798
124,kyber512,0.0561,0.0561,0.0751,0.1873
125,kyber512,0.0481,0.0568,0.0758,0.1807
126,kyber512,0.0482,0.0563,0.0756,0.1801
127,kyber512,0.0490,0.0606,0.0766,0.1862
128,kyber512,0.0482,0.0560,0.0755,0.1797
129,kyber512,0.0481,0.0687,0.0753,0.1921
130,kyber512,0.0487,0.0567,0.0761,0.1815
131,kyber512,0.0476,0.0560,0.0744,0.1780
132,kyber512,0.0486,0.0571,0.0758,0.1815
133,kyber512,0.0475,0.0567,0.0754,0.1796
134,kyber512,0.0472,0.0558,0.0849,0.1879
135,kyber512,0.0479,0.0560,0.0757,0.1796
136,kyber512,0.0481,0.0554,0.0753,0.1788
137,kyber512,0.0477,0.0558,0.0747,0.1782
138,kyber512,0.0483,0.0574,0.0768,0.1825
139,kyber512,0.0476,0.0562,0.0754,0.1792
140,kyber512,0.0595,0.0575,0.0768,0.1938
141,kyber512,0.0488,0.0561,0.0764,0.1813
142,kyber512,0.0471,0.0559,0.0738,0.1768
143,kyber512,0.0481,0.0567,0.0752,0.1800
144,kyber512,0.0553,0.1713,0.0857,0.3123
145,kyber512,0.0491,0.0567,0.0832,0.1890
146,kyber512,0.0641,0.0709,0.0991,0.2341
147,kyber512,0.0632,0.0610,0.0759,0.2001
148,kyber512,0.0495,0.0571,0.0759,0.1825
149,kyber512,0.0475,0.0681,0.0764,0.1920
150,kyber512,0.0485,0.0562,0.0750,0.1797
151,kyber512,0.0490,0.0572,0.0773,0.1835
152,kyber512,0.0499,0.0578,0.0811,0.1888
153,kyber512,0.0485,0.0571,0.0757,0.1813
154,kyber512,0.0481,0.0562,0.0849,0.1892
155,kyber512,0.0488,0.0574,0.0759,0.1821
156,kyber512,0.0474,0.0567,0.0759,0.1800
157,kyber512,0.0490,0.0558,0.0757,0.1805
158,kyber512,0.0479,0.0567,0.0752,0.1798
159,kyber512,0.0477,0.0559,0.0763,0.1799
160,kyber512,0.0572,0.0572,0.0754,0.1898
161,kyber512,0.0481,0.0561,0.0759,0.1801
162,kyber512,0.0483,0.0555,0.0773,0.1811
163,kyber512,0.0475,0.0571,0.0755,0.1801
164,kyber512,0.0476,0.0567,0.0767,0.1810
165,kyber512,0.0475,0.0648,0.0752,0.1875
166,kyber512,0.0481,0.0562,0.0760,0.1803
167,kyber512,0.0492,0.0558,0.0754,0.1804
168,kyber512,0.0477,0.0566,0.0748,0.1791
169,kyber512,0.0479,0.0560,0.0759,0.1798
170,kyber512,0.0485,0.0562,0.0840,0.1887
171,kyber512,0.0476,0.0562,0.0754,0.1792
172,kyber512,0.0476,0.0553,0.0767,0.1796
173,kyber512,0.0476,0.0566,0.0755,0.1797
174,kyber512,0.0482,0.0568,0.0763,0.1813
175,kyber512,0.0481,0.0566,0.0754,0.1801
176,kyber512,0.0478,0.0564,0.0763,0.1805
177,kyber512,0.0481,0.0556,0.0755,0.1792
178,kyber512,0.0475,0.0562,0.0754,0.1791
179,kyber512,0.0486,0.0596,0.0758,0.1840
180,kyber512,0.0494,0.0583,0.0757,0.1834
181,kyber512,0.0481,0.0652,0.0752,0.1885
182,kyber512,0.0481,0.0558,0.0747,0.1786
183,kyber512,0.0486,0.0574,0.2633,0.3693
184,kyber512,0.0501,0.0577,0.0765,0.1843
185,kyber512,0.0470,0.0681,0.0762,0.1913
186,kyber512,0.0482,0.0561,0.0754,0.1797
187,kyber512,0.0492,0.0571,0.0782,0.1845
188,kyber512,0.0482,0.0556,0.0744,0.1782
189,kyber512,0.0479,0.0555,0.0749,0.1783
190,kyber512,0.0485,0.0553,0.0850,0.1888
191,kyber512,0.0471,0.0558,0.0749,0.1778
192,kyber512,0.0479,0.0558,0.0747,0.1784
193,kyber512,0.0477,0.0560,0.0745,0.1782
194,kyber512,0.0476,0.0575,0.0766,0.1817
195,kyber512,0.0479,0.0553,0.0759,0.1791
196,kyber512,0.0560,0.0560,0.0745,0.1865
197,kyber512,0.0480,0.0562,0.0757,0.1799
198,kyber512,0.0481,0.0558,0.0748,0.1787
199,kyber512,0.0479,0.0566,0.0757,0.1802
200,kyber512,0.0482,0.0555,0.0761,0.1798
201,kyber512,0.0478,0.0657,0.0754,0.1889
202,kyber512,0.0501,0.0634,0.0758,0.1893
203,kyber512,0.0475,0.0571,0.0752,0.1798
204,kyber512,0.0477,0.0560,0.0789,0.1826
205,kyber512,0.0478,0.0557,0.0756,0.1791
206,kyber512,0.0470,0.0557,0.0849,0.1876
207,kyber512,0.0480,0.0559,0.0754,0.1793
208,kyber512,0.0475,0.0562,0.0753,0.1790
209,kyber512,0.0476,0.0562,0.0758,0.1796
210,kyber512,0.0502,0.0595,0.0766,0.1863
211,kyber512,0.0481,0.0566,0.0836,0.1883
212,kyber512,0.0481,0.0563,0.0754,0.1798
213,kyber512,0.0477,0.0567,0.0752,0.1796
214,kyber512,0.0479,0.0564,0.0754,0.1797
215,kyber512,0.0486,0.0557,0.0754,0.1797
216,kyber512,0.0494,0.0572,0.0759,0.1825
217,kyber512,0.0581,0.0576,0.0764,0.1921
218,kyber512,0.0486,0.0573,0.0759,0.1818
219,kyber512,0.0480,0.0567,0.0771,0.1818
220,kyber512,0.0481,0.0562,0.0791,0.1834
221,kyber512,0.0490,0.0574,0.0761,0.1825
222,kyber512,0.0486,0.0652,0.0764,0.1902
223,kyber512,0.0558,0.2043,0.0867,0.3468
224,kyber512,0.0494,0.0572,0.0771,0.1837
225,kyber512,0.0477,0.0558,0.0752,0.1787
226,kyber512,0.0475,0.0567,0.0857,0.1899
227,kyber512,0.0484,0.0569,0.0752,0.1805
228,kyber512,0.0472,0.0558,0.0749,0.1779
229,kyber512,0.0562,0.0676,0.0906,0.2144
230,kyber512,0.0567,0.0572,0.0761,0.1900
231,kyber512,0.0478,0.0562,0.0852,0.1892
232,kyber512,0.0487,0.0563,0.0753,0.1803
233,kyber512,0.0483,0.0581,0.0771,0.1835
234,kyber512,0.0483,0.0562,0.0759,0.1804
235,kyber512,0.0490,0.0574,0.0764,0.1828
236,kyber512,0.0476,0.0557,0.0752,0.1785
237,kyber512,0.0569,0.0571,0.0754,0.1894
238,kyber512,0.0488,0.0565,0.0762,0.1815
239,kyber512,0.0480,0.0558,0.0763,0.1801
240,kyber512,0.0492,0.0568,0.0795,0.1855
241,kyber512,0.0476,0.0558,0.0747,0.1781
242,kyber512,0.0483,0.0650,0.0746,0.1879
243,kyber512,0.0472,0.0567,0.0760,0.1799
244,kyber512,0.0480,0.0562,0.0754,0.1796
245,kyber512,0.0474,0.0569,0.0754,0.1797
246,kyber512,0.0476,0.0562,0.0756,0.1794
247,kyber512,0.0476,0.0562,0.0834,0.1872
248,kyber512,0.0477,0.0567,0.0752,0.1796
249,kyber512,0.0487,0.0556,0.0760,0.1803
250,kyber512,0.0482,0.0557,0.0746,0.1785
251,kyber512,0.0481,0.0595,0.0754,0.1830
252,kyber512,0.0481,0.0555,0.0750,0.1786
253,kyber512,0.0557,0.0562,0.0750,0.1869
254,kyber512,0.0475,0.0553,0.0749,0.1777
255,kyber512,0.0482,0.0571,0.0757,0.1810
256,kyber512,0.0472,0.0556,0.0756,0.1784
257,kyber512,0.0482,0.0719,0.0785,0.1986
258,kyber512,0.0591,0.0677,0.0761,0.2029
259,kyber512,0.0485,0.0551,0.0747,0.1783
260,kyber512,0.0483,0.0569,0.0747,0.1799
261,kyber512,0.0471,0.0567,0.0800,0.1838
262,kyber512,0.0483,0.0563,0.2450,0.3496
263,kyber512,0.0495,0.0571,0.0761,0.1827
264,kyber512,0.0479,0.0558,0.0744,0.1781
265,kyber512,0.0474,0.0560,0.0747,0.1781
266,kyber512,0.0477,0.0597,0.0753,0.1827
267,kyber512,0.0477,0.0563,0.0752,0.1792
268,kyber512,0.0576,0.0567,0.0766,0.1909
269,kyber512,0.0473,0.0564,0.0750,0.1787
270,kyber512,0.0481,0.0556,0.0766,0.1803
271,kyber512,0.0488,0.0581,0.0778,0.1847
272,kyber512,0.0479,0.0560,0.0759,0.1798
273,kyber512,0.0476,0.0667,0.0758,0.1901
274,kyber512,0.0470,0.0562,0.0749,0.1781
275,kyber512,0.0472,0.0563,0.0757,0.1792
276,kyber512,0.0481,0.0561,0.0750,0.1792
277,kyber512,0.0483,0.0596,0.0754,0.1833
278,kyber512,0.0482,0.0562,0.0857,0.1901
279,kyber512,0.0477,0.0560,0.0747,0.1784
280,kyber512,0.0481,0.0561,0.0754,0.1796
281,kyber512,0.0475,0.0558,0.0750,0.1783
282,kyber512,0.0476,0.0596,0.0763,0.1835
283,kyber512,0.0474,0.0561,0.0847,0.1882
284,kyber512,0.0475,0.0558,0.0747,0.1780
285,kyber512,0.0476,0.0558,0.0752,0.1786
286,kyber512,0.0473,0.0563,0.0748,0.1784
287,kyber512,0.0481,0.0566,0.0754,0.1801
288,kyber512,0.0480,0.0558,0.0764,0.1802
289,kyber512,0.0472,0.0662,0.0754,0.1888
290,kyber512,0.0485,0.0566,0.0758,0.1809
291,kyber512,0.0476,0.0562,0.0752,0.1790
292,kyber512,0.0485,0.0747,0.0910,0.2142
293,kyber512,0.0507,0.0576,0.0766,0.1849
294,kyber512,0.0477,0.0673,0.0747,0.1897
295,kyber512,0.0472,0.0564,0.0756,0.1792
296,kyber512,0.0468,0.0553,0.0752,0.1773
297,kyber512,0.0492,0.0557,0.0759,0.1808
298,kyber512,0.0486,0.0571,0.0759,0.1816
299,kyber512,0.0485,0.0572,0.0896,0.1953
300,kyber512,0.0474,0.0557,0.0754,0.1785
301,kyber512,0.0492,0.0569,0.0750,0.1811
302,kyber512,0.0534,0.2421,0.0831,0.3786
303,kyber512,0.0788,0.0829,0.0891,0.2508
304,kyber512,0.0489,0.0571,0.0766,0.1826
305,kyber512,0.0478,0.0574,0.0825,0.1877
306,kyber512,0.0487,0.0567,0.0871,0.1925
307,kyber512,0.0487,0.0573,0.0756,0.1816
308,kyber512,0.0475,0.0688,0.0767,0.1930
309,kyber512,0.0480,0.0683,0.0759,0.1922
310,kyber512,0.0485,0.0567,0.0943,0.1995
311,kyber512,0.0486,0.0605,0.0847,0.1938
312,kyber512,0.0515,0.0568,0.0747,0.1830
313,kyber512,0.0477,0.0749,0.0759,0.1985
314,kyber512,0.0485,0.0562,0.0754,0.1801
315,kyber512,0.0476,0.0567,0.0758,0.1801
316,kyber512,0.0476,0.0557,0.0762,0.1795
317,kyber512,0.0558,0.0592,0.0758,0.1908
318,kyber512,0.0476,0.0563,0.0856,0.1895
319,kyber512,0.0479,0.0562,0.0840,0.1881
320,kyber512,0.0593,0.0612,0.0753,0.1958
321,kyber512,0.0477,0.0552,0.0762,0.1791
322,kyber512,0.0533,0.0595,0.0745,0.1873
323,kyber512,0.0476,0.0567,0.0835,0.1878
324,kyber512,0.0482,0.0567,0.0740,0.1789
325,kyber512,0.0471,0.0558,0.0836,0.1865
326,kyber512,0.0480,0.0558,0.0845,0.1883
327,kyber512,0.0551,0.0677,0.0762,0.1990
328,kyber512,0.0481,0.0557,0.0760,0.1798
329,kyber512,0.0653,0.0567,0.0750,0.1970
330,kyber512,0.0481,0.0562,0.0753,0.1796
331,kyber512,0.0474,0.0552,0.0757,0.1783
332,kyber512,0.0478,0.0562,0.0784,0.1824
333,kyber512,0.0544,0.0573,0.0756,0.1873
334,kyber512,0.0594,0.0572,0.0752,0.1918
335,kyber512,0.0477,0.0558,0.0752,0.1787
336,kyber512,0.0477,0.0556,0.0754,0.1787
337,kyber512,0.0481,0.0567,0.0754,0.1802
338,kyber512,0.0507,0.0558,0.0749,0.1814
339,kyber512,0.0475,0.0671,0.0752,0.1898
340,kyber512,0.0480,0.0562,0.0752,0.1794
341,kyber512,0.0474,0.0558,0.2647,0.3679
342,kyber512,0.0500,0.0564,0.0760,0.1824
343,kyber512,0.0473,0.0567,0.0857,0.1897
344,kyber512,0.0474,0.0562,0.0752,0.1788
345,kyber512,0.0487,0.0574,0.0755,0.1816
346,kyber512,0.0487,0.0576,0.0761,0.1824
347,kyber512,0.0480,0.0595,0.0754,0.1829
348,kyber512,0.0476,0.0556,0.0749,0.1781
349,kyber512,0.0625,0.0561,0.0754,0.1940
350,kyber512,0.0480,0.0562,0.0745,0.1787
351,kyber512,0.0472,0.0567,0.0807,0.1846
352,kyber512,0.0475,0.0559,0.0752,0.1786
353,kyber512,0.0471,0.0568,0.0751,0.1790
354,kyber512,0.0477,0.0657,0.0753,0.1887
355,kyber512,0.0476,0.0560,0.0752,0.1788
356,kyber512,0.0473,0.0567,0.0748,0.1788
357,kyber512,0.0485,0.0556,0.0750,0.1791
358,kyber512,0.0519,0.0571,0.0754,0.1844
359,kyber512,0.0476,0.0562,0.0859,0.1897
360,kyber512,0.0500,0.0567,0.0752,0.1819
361,kyber512,0.0488,0.0573,0.0764,0.1825
362,kyber512,0.0479,0.0551,0.0752,0.1782
363,kyber512,0.0476,0.0597,0.0743,0.1816
364,kyber512,0.0477,0.0558,0.0757,0.1792
365,kyber512,0.0576,0.0558,0.0747,0.1881
366,kyber512,0.0477,0.0564,0.0751,0.1792
367,kyber512,0.0481,0.0556,0.0757,0.1794
368,kyber512,0.0473,0.0563,0.0748,0.1784
369,kyber512,0.0474,0.0564,0.0752,0.1790
370,kyber512,0.0476,0.0662,0.0752,0.1890
371,kyber512,0.0481,0.0571,0.0762,0.1814
372,kyber512,0.0474,0.0557,0.0752,0.1783
373,kyber512,0.0492,0.0579,0.0769,0.1840
374,kyber512,0.0496,0.0561,0.0751,0.1808
375,kyber512,0.0479,0.0567,0.0844,0.1890
376,kyber512,0.0478,0.0564,0.0754,0.1796
377,kyber512,0.0481,0.0562,0.0759,0.1802
378,kyber512,0.0470,0.0562,0.0748,0.1780
379,kyber512,0.0478,0.0567,0.0752,0.1797
380,kyber512,0.0482,0.0561,0.0840,0.1883
381,kyber512,0.0486,0.2259,0.0782,0.3527
382,kyber512,0.0494,0.0573,0.0763,0.1830
383,kyber512,0.0470,0.0571,0.0759,0.1800
384,kyber512,0.0476,0.0563,0.0752,0.1791
385,kyber512,0.0490,0.0732,0.0768,0.1990
386,kyber512,0.0479,0.0562,0.0752,0.1793
387,kyber512,0.0476,0.0563,0.0751,0.1790
388,kyber512,0.0475,0.0558,0.0771,0.1804
389,kyber512,0.0483,0.0562,0.0753,0.1798
390,kyber512,0.0481,0.0558,0.0845,0.1884
391,kyber512,0.0490,0.0571,0.0759,0.1820
392,kyber512,0.0474,0.0558,0.0749,0.1781
393,kyber512,0.0485,0.0571,0.0754,0.1810
394,kyber512,0.0472,0.0558,0.0746,0.1776
395,kyber512,0.0470,0.0558,0.0857,0.1885
396,kyber512,0.0477,0.0564,0.0747,0.1788
397,kyber512,0.0482,0.0558,0.0756,0.1796
398,kyber512,0.0486,0.0561,0.0764,0.1811
399,kyber512,0.0483,0.0569,0.0793,0.1845
400,kyber512,0.0485,0.0557,0.0750,0.1792
401,kyber512,0.0578,0.0558,0.0744,0.1880
402,kyber512,0.0475,0.0562,0.0750,0.1787
403,kyber512,0.0497,0.0677,0.0776,0.1950
404,kyber512,0.0478,0.0569,0.0789,0.1836
405,kyber512,0.0476,0.0566,0.0757,0.1799
406,kyber512,0.0575,0.0566,0.0753,0.1894
407,kyber512,0.0480,0.0560,0.0754,0.1794
408,kyber512,0.0480,0.0557,0.0757,0.1794
409,kyber512,0.0476,0.0567,0.0754,0.1797
410,kyber512,0.0483,0.0562,0.0752,0.1797
411,kyber512,0.0483,0.0669,0.0756,0.1908
412,kyber512,0.0481,0.0563,0.0758,0.1802
413,kyber512,0.0477,0.0562,0.0752,0.1791
414,kyber512,0.0473,0.0569,0.0754,0.1796
415,kyber512,0.0485,0.0591,0.0759,0.1835
416,kyber512,0.0475,0.0562,0.0854,0.1891
417,kyber512,0.0481,0.0567,0.0750,0.1798
418,kyber512,0.0475,0.0559,0.0757,0.1791
419,kyber512,0.0472,0.0568,0.0751,0.1791
420,kyber512,0.0487,0.0562,0.0784,0.1833
421,kyber512,0.1927,0.0692,0.0773,0.3392
422,kyber512,0.0476,0.0556,0.0759,0.1791
423,kyber512,0.0470,0.0570,0.0750,0.1790
424,kyber512,0.0476,0.0558,0.0752,0.1786
425,kyber512,0.0481,0.0567,0.0752,0.1800
426,kyber512,0.0483,0.0571,0.0896,0.1950
427,kyber512,0.0484,0.0560,0.0757,0.1801
428,kyber512,0.0476,0.0563,0.0753,0.1792
429,kyber512,0.0472,0.0558,0.0747,0.1777
430,kyber512,0.0493,0.0607,0.0757,0.1857
431,kyber512,0.0487,0.0567,0.0853,0.1907
432,kyber512,0.0478,0.0558,0.0747,0.1783
433,kyber512,0.0474,0.0566,0.0750,0.1790
434,kyber512,0.0486,0.0568,0.0759,0.1813
435,kyber512,0.0475,0.0562,0.0742,0.1779
436,kyber512,0.0476,0.0563,0.0752,0.1791
437,kyber512,0.0595,0.0560,0.0757,0.1912
438,kyber512,0.0481,0.0573,0.0758,0.1812
439,kyber512,0.0473,0.0562,0.0752,0.1787
440,kyber512,0.0483,0.0562,0.0749,0.1794
441,kyber512,0.0476,0.0556,0.0753,0.1785
442,kyber512,0.0475,0.0553,0.0842,0.1870
443,kyber512,0.0474,0.0562,0.0743,0.1779
444,kyber512,0.0471,0.0555,0.0752,0.1778
445,kyber512,0.0478,0.0558,0.0744,0.1780
446,kyber512,0.0480,0.0571,0.0801,0.1852
447,kyber512,0.0485,0.0557,0.0849,0.1891
448,kyber512,0.0463,0.0564,0.0752,0.1779
449,kyber512,0.0476,0.0567,0.0761,0.1804
450,kyber512,0.0479,0.0562,0.0752,0.1793
451,kyber512,0.0499,0.0574,0.0766,0.1839
452,kyber512,0.0481,0.0564,0.0760,0.1805
453,kyber512,0.0605,0.0567,0.0744,0.1916
454,kyber512,0.0473,0.0567,0.0752,0.1792
455,kyber512,0.0477,0.0555,0.0745,0.1777
456,kyber512,0.0472,0.0561,0.0757,0.1790
457,kyber512,0.0483,0.0581,0.0759,0.1823
458,kyber512,0.0470,0.0651,0.0745,0.1866
459,kyber512,0.0480,0.0562,0.0750,0.1792
460,kyber512,0.0486,0.0571,0.2017,0.3074
461,kyber512,0.0486,0.0559,0.0791,0.1836
462,kyber512,0.0487,0.0567,0.0761,0.1815
463,kyber512,0.0581,0.0577,0.0762,0.1920
464,kyber512,0.0476,0.0563,0.0758,0.1797
465,kyber512,0.0487,0.0563,0.0765,0.1815
466,kyber512,0.0470,0.0557,0.0745,0.1772
467,kyber512,0.0472,0.0553,0.0753,0.1778
468,kyber512,0.0471,0.0658,0.0752,0.1881
469,kyber512,0.0471,0.0558,0.0747,0.1776
470,kyber512,0.0480,0.0551,0.0748,0.1779
471,kyber512,0.0473,0.0562,0.0743,0.1778
472,kyber512,0.0485,0.0590,0.0764,0.1839
473,kyber512,0.0473,0.0567,0.0840,0.1880
474,kyber512,0.0467,0.0555,0.0749,0.1771
475,kyber512,0.0475,0.0553,0.0752,0.1780
476,kyber512,0.0470,0.0558,0.0743,0.1771
477,kyber512,0.0482,0.0554,0.0787,0.1823
478,kyber512,0.0477,0.0557,0.0744,0.1778
479,kyber512,0.0576,0.0567,0.0761,0.1904
480,kyber512,0.0481,0.0552,0.0749,0.1782
481,kyber512,0.0475,0.0557,0.0745,0.1777
482,kyber512,0.0472,0.0558,0.0746,0.1776
483,kyber512,0.0474,0.0567,0.0747,0.1788
484,kyber512,0.0467,0.0663,0.0757,0.1887
485,kyber512,0.0478,0.0553,0.0751,0.1782
486,kyber512,0.0471,0.0557,0.0754,0.1782
487,kyber512,0.0474,0.0560,0.0753,0.1787
488,kyber512,0.0480,0.0596,0.0749,0.1825
489,kyber512,0.0476,0.0559,0.0840,0.1875
490,kyber512,0.0479,0.0553,0.0758,0.1790
491,kyber512,0.0482,0.0575,0.0758,0.1815
492,kyber512,0.0473,0.0558,0.0754,0.1785
493,kyber512,0.0485,0.0576,0.0792,0.1853
494,kyber512,0.0475,0.0559,0.0754,0.1788
495,kyber512,0.0572,0.0560,0.0757,0.1889
496,kyber512,0.0471,0.0558,0.0740,0.1769
497,kyber512,0.0479,0.0558,0.0753,0.1790
498,kyber512,0.0472,0.0556,0.0741,0.1769
499,kyber512,0.0487,0.0571,0.0755,0.1813
500,kyber512,0.0481,0.1758,0.0759,0.2998
501,kyber512,0.0504,0.0581,0.0771,0.1856
502,kyber512,0.0472,0.0563,0.0747,0.1782
503,kyber512,0.0475,0.0664,0.0759,0.1898
504,kyber512,0.0494,0.0609,0.0898,0.2001
505,kyber512,0.0483,0.0561,0.0751,0.1795
506,kyber512,0.0474,0.0553,0.0754,0.1781
507,kyber512,0.0479,0.0567,0.0752,0.1798
508,kyber512,0.0475,0.0563,0.0749,0.1787
509,kyber512,0.0478,0.0553,0.0747,0.1778
510,kyber512,0.0595,0.0590,0.0752,0.1937
511,kyber512,0.0478,0.0551,0.0742,0.1771
512,kyber512,0.0472,0.0561,0.0745,0.1778
513,kyber512,0.0474,0.0567,0.0750,0.1791
514,kyber512,0.0476,0.0588,0.0749,0.1813
