Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
142,0.250,0.249,0.664,1.163
143,0.257,0.245,0.671,1.172
144,0.246,0.245,0.679,1.170
145,0.284,0.251,0.750,1.286
146,0.395,0.282,0.775,1.452
147,0.354,0.269,0.714,1.337
148,0.251,0.254,0.671,1.176
149,0.255,0.253,0.661,1.169
150,0.246,0.245,0.709,1.200
151,0.254,0.239,0.757,1.250
152,0.249,0.255,0.672,1.176
153,0.263,0.245,0.689,1.197
154,0.265,0.243,0.771,1.279
155,0.251,0.245,0.678,1.174
156,0.243,0.242,0.719,1.203
157,0.251,0.249,0.686,1.186
158,0.295,0.290,0.778,1.364
159,0.346,0.296,0.696,1.337
160,0.308,0.256,0.670,1.233
161,0.246,0.235,0.666,1.148
162,0.278,0.247,0.680,1.205
163,0.301,0.259,0.670,1.231
164,0.298,0.260,0.682,1.240
165,0.291,0.251,0.687,1.229
166,0.306,0.264,0.671,1.241
167,0.315,0.256,0.694,1.265
168,0.305,0.260,0.684,1.249
169,0.293,0.269,0.673,1.234
170,0.305,0.285,0.719,1.310
171,0.499,0.365,0.755,1.619
172,0.370,0.302,0.703,1.375
173,0.265,0.259,0.690,1.214
174,0.281,0.251,0.689,1.220
175,0.300,0.252,0.688,1.240
176,0.268,0.271,0.689,1.227
177,0.291,0.290,0.698,1.278
178,0.348,0.265,0.715,1.328
179,0.390,0.330,0.755,1.476
180,0.343,0.272,0.694,1.308
181,0.343,0.260,0.722,1.325
182,0.328,0.270,5.253,5.851
183,0.497,0.416,1.088,2.001
184,0.459,0.412,1.079,1.951
185,0.419,0.394,1.098,1.910
186,0.436,0.401,1.088,1.924
187,0.477,0.404,1.184,2.065
188,0.499,0.472,1.202,2.172
189,0.493,0.401,1.108,2.003
190,0.474,0.381,1.082,1.936
191,0.461,0.661,1.103,2.225
192,0.501,0.404,1.113,2.018
193,0.461,0.397,1.122,1.981
194,0.428,0.383,1.082,1.893
195,0.417,0.392,1.105,1.913
196,0.503,0.491,1.164,2.158
197,0.497,0.393,1.125,2.015
198,0.438,0.387,1.090,1.915
199,0.407,0.403,1.084,1.893
200,0.395,0.368,1.080,1.842
201,0.388,0.373,1.097,1.858
202,0.498,0.463,1.088,2.048
203,0.413,0.368,1.068,1.849
204,0.432,0.411,1.143,1.987
205,0.543,0.405,1.148,2.095
206,0.432,0.373,1.085,1.890
207,0.389,0.366,1.063,1.818
208,0.391,0.364,1.071,1.827
209,0.391,0.360,1.068,1.820
210,0.381,0.379,1.067,1.827
211,0.418,0.374,1.065,1.856
212,0.375,0.375,1.095,1.845
213,0.457,0.483,1.122,2.062
214,0.540,0.434,1.089,2.062
215,0.411,0.382,1.063,1.856
216,0.373,0.396,1.093,1.861
217,0.389,0.395,1.063,1.847
218,0.383,0.395,1.079,1.857
219,0.388,0.365,1.072,1.826
220,0.278,0.251,0.685,1.214
221,0.240,0.236,0.697,1.174
222,0.259,0.266,0.688,1.213
223,0.360,0.271,0.710,1.341
224,0.297,0.274,0.695,1.265
225,0.246,0.248,0.652,1.146
226,0.263,0.244,0.667,1.175
227,0.255,0.242,0.675,1.172
228,0.242,0.243,0.675,1.160
229,0.246,0.237,0.702,1.185
230,0.278,0.259,0.676,1.213
231,0.295,0.244,0.669,1.209
232,0.288,0.274,0.677,1.239
233,0.266,0.237,0.680,1.183
234,0.260,0.253,0.654,1.166
235,0.289,0.246,0.744,1.278
236,0.340,0.281,0.769,1.390
237,0.337,0.259,0.695,1.291
238,0.284,0.242,0.691,1.218
239,0.267,0.236,0.683,1.186
240,0.245,0.250,0.653,1.148
241,0.253,0.236,0.669,1.158
242,0.253,0.255,0.680,1.188
243,0.268,0.250,0.680,1.199
244,0.279,0.274,0.713,1.266
245,0.310,0.255,0.701,1.267
246,0.263,0.248,0.676,1.187
247,0.268,0.247,0.710,1.224
248,0.337,0.282,0.776,1.395
249,0.348,0.276,0.724,1.348
250,0.369,0.266,0.695,1.331
251,0.287,0.246,0.682,1.214
252,0.264,0.249,0.690,1.203
253,0.261,0.257,0.674,1.192
254,0.352,0.259,0.683,1.294
255,0.249,0.238,0.670,1.158
256,0.246,0.241,0.675,1.162
257,0.241,0.250,0.692,1.183
258,0.286,0.255,0.686,1.228
259,0.274,0.243,0.671,1.188
260,0.249,0.242,0.756,1.247
261,0.341,0.299,0.755,1.395
262,0.354,0.279,0.730,1.363
263,0.263,0.250,0.667,1.180
264,0.253,0.245,0.663,1.161
265,0.250,0.235,0.670,1.154
266,0.247,0.239,0.667,1.153
267,0.246,0.236,0.669,1.152
268,0.241,0.248,0.651,1.139
269,0.251,0.240,0.661,1.152
270,0.242,0.246,0.668,1.156
271,0.244,0.241,0.668,1.153
272,0.241,0.246,0.670,1.157
273,0.239,0.247,0.656,1.142
274,0.294,0.250,0.702,1.247
275,0.330,0.265,0.738,1.332
276,0.298,0.267,0.677,1.241
277,0.264,0.237,0.682,1.183
278,0.288,0.252,0.693,1.232
279,0.272,0.239,0.667,1.178
280,0.263,0.252,0.666,1.181
281,0.270,0.242,0.662,1.174
282,0.264,0.238,0.665,1.167
283,0.270,0.239,0.665,1.174
284,0.265,0.243,0.678,1.186
285,0.258,0.253,0.651,1.161
286,0.278,0.238,0.666,1.182
287,0.260,0.262,0.684,1.206
288,0.394,0.333,0.697,1.425
289,0.342,0.261,0.722,1.325
290,0.258,0.251,0.676,1.185
291,0.245,0.242,0.670,1.158
292,0.241,0.251,0.673,1.166
293,0.264,0.240,0.679,1.183
294,0.304,0.280,0.691,1.275
295,0.287,0.271,0.673,1.231
296,0.283,0.252,0.695,1.230
297,0.282,0.245,0.665,1.192
298,0.281,0.260,0.669,1.211
299,0.291,0.270,0.711,1.272
300,0.342,0.290,0.730,1.361
301,0.407,0.278,0.715,1.400
302,0.325,0.279,0.714,1.318
303,0.253,0.249,0.651,1.153
304,0.283,0.245,0.666,1.193
305,0.264,0.246,0.698,1.208
306,0.263,0.246,0.709,1.218
307,0.290,0.269,0.681,1.240
308,0.257,0.240,0.668,1.165
309,0.239,0.235,0.668,1.142
310,0.240,0.244,0.658,1.142
311,0.246,0.239,3.643,4.127
312,0.411,0.318,0.742,1.472
313,0.287,0.248,0.672,1.207
314,0.244,0.240,0.672,1.156
315,0.243,0.248,0.773,1.263
316,0.262,0.246,0.657,1.165
317,0.242,0.243,0.675,1.160
318,0.239,0.244,0.656,1.139
319,0.243,0.245,0.651,1.139
320,0.236,0.251,0.657,1.144
321,0.265,0.261,0.700,1.226
322,0.364,0.293,0.769,1.427
323,0.358,0.276,0.766,1.400
324,0.387,0.309,0.699,1.395
325,0.330,0.251,0.706,1.287
326,0.255,0.239,0.674,1.169
327,0.247,0.258,0.665,1.169
328,0.246,0.250,0.646,1.143
329,0.252,0.235,0.651,1.138
330,0.250,0.235,0.685,1.171
331,0.244,0.242,0.665,1.152
332,0.238,0.245,0.671,1.154
333,0.237,0.241,0.674,1.152
334,0.246,0.249,0.660,1.155
335,0.250,0.239,0.659,1.148
336,0.237,0.241,0.697,1.175
337,0.261,0.270,0.752,1.283
338,0.335,0.285,0.715,1.335
339,0.272,0.269,0.694,1.235
340,0.289,0.252,0.678,1.218
341,0.280,0.258,0.666,1.205
342,0.288,0.269,0.707,1.264
343,0.320,0.259,0.687,1.265
344,0.285,0.261,0.668,1.213
345,0.277,0.241,0.672,1.189
346,0.301,0.282,0.690,1.272
347,0.302,0.259,0.682,1.242
348,0.284,0.250,0.676,1.210
349,0.280,0.239,0.717,1.236
350,0.311,0.312,0.742,1.364
351,0.354,0.264,0.698,1.316
352,0.274,0.251,0.680,1.205
353,0.242,0.248,0.657,1.147
354,0.243,0.246,0.711,1.200
355,0.260,0.242,0.666,1.167
356,0.242,0.242,0.678,1.162
357,0.236,0.239,0.666,1.141
358,0.239,0.253,0.655,1.147
359,0.257,0.253,0.660,1.169
360,0.255,0.252,0.670,1.178
361,0.241,0.235,0.670,1.146
362,0.241,0.233,0.674,1.148
363,0.273,0.239,0.701,1.213
364,0.364,0.278,0.712,1.355
365,0.289,0.244,0.696,1.229
366,0.255,0.252,0.650,1.157
367,0.256,0.234,0.654,1.144
368,0.246,0.237,0.668,1.151
369,0.238,0.233,0.666,1.138
370,0.242,0.234,0.661,1.136
371,0.240,0.234,0.654,1.128
372,0.237,0.252,0.652,1.142
373,0.255,0.238,0.673,1.166
374,0.253,0.240,0.669,1.162
375,0.243,0.239,0.695,1.177
376,0.304,0.261,0.768,1.333
377,0.332,0.280,0.785,1.397
378,0.330,0.281,0.706,1.317
379,0.324,0.243,0.699,1.267
380,0.299,0.288,0.708,1.295
381,0.299,0.378,0.830,1.508
382,0.356,0.257,0.713,1.326
383,0.310,0.321,0.708,1.340
384,0.306,0.350,0.704,1.360
385,0.282,0.261,0.657,1.200
386,0.261,0.239,0.658,1.158
387,0.253,0.234,0.669,1.156
388,0.242,0.238,0.694,1.173
389,0.271,0.281,0.806,1.358
390,0.454,0.302,0.793,1.549
391,0.318,0.275,0.669,1.263
392,0.253,0.241,0.652,1.147
393,0.246,0.273,0.689,1.209
394,0.314,0.258,0.692,1.264
395,0.255,0.246,0.659,1.160
396,0.251,0.238,0.653,1.141
397,0.250,0.233,0.675,1.158
398,0.240,0.233,0.673,1.145
399,0.241,0.235,0.676,1.152
400,0.237,0.241,0.667,1.145
401,0.239,0.247,0.682,1.168
402,0.313,0.274,0.713,1.300
403,0.330,0.255,0.706,1.291
404,0.244,0.266,0.667,1.178
405,0.260,0.260,0.673,1.192
406,0.275,0.261,0.705,1.241
407,0.274,0.259,0.693,1.226
408,0.260,0.265,0.685,1.210
409,0.324,0.248,0.696,1.267
410,0.284,0.242,0.691,1.218
411,0.296,0.258,0.668,1.222
412,0.283,0.250,0.668,1.201
413,0.268,0.237,0.670,1.175
414,0.275,0.241,0.725,1.241
415,0.376,0.299,0.720,1.396
416,0.310,0.261,0.721,1.292
417,0.259,0.252,0.661,1.172
418,0.261,0.234,0.675,1.170
419,0.258,0.240,0.692,1.189
420,0.280,0.256,0.683,1.220
421,0.283,0.265,0.753,1.301
422,0.391,0.264,0.711,1.367
423,0.299,0.261,0.663,1.222
424,0.284,0.249,0.679,1.212
425,0.259,0.246,0.700,1.205
426,0.282,0.245,0.689,1.216
427,0.283,0.277,0.707,1.267
428,0.337,0.275,0.729,1.342
429,0.324,0.275,0.700,1.299
430,0.302,0.247,0.684,1.234
431,0.266,0.239,0.690,1.196
432,0.265,0.253,0.683,1.201
433,0.273,0.259,0.670,1.201
434,0.288,0.242,0.693,1.222
435,0.282,0.250,0.685,1.217
436,0.269,0.245,0.682,1.196
437,0.254,0.256,0.668,1.178
438,0.283,0.247,0.695,1.225
439,0.279,0.244,0.694,1.217
440,0.299,0.291,3.558,4.149
441,0.517,0.304,0.716,1.537
442,0.267,0.234,0.672,1.173
443,0.239,0.251,0.653,1.143
444,0.236,0.250,0.649,1.135
445,0.260,0.233,0.670,1.163
446,0.238,0.233,0.670,1.140
447,0.239,0.233,0.667,1.140
448,0.235,0.244,0.669,1.149
449,0.241,0.260,0.649,1.150
450,0.267,0.308,0.779,1.353
451,0.306,0.247,0.801,1.355
452,0.260,0.271,0.661,1.193
453,0.270,0.255,0.737,1.262
454,0.297,0.242,0.683,1.222
455,0.241,0.232,0.670,1.143
456,0.245,0.253,0.655,1.153
457,0.260,0.237,0.649,1.146
458,0.261,0.232,0.667,1.160
459,0.240,0.234,0.670,1.144
460,0.239,0.237,0.663,1.139
461,0.243,0.232,0.664,1.140
462,0.242,0.256,0.659,1.158
463,0.254,0.232,0.657,1.143
464,0.268,0.243,0.722,1.233
465,0.293,0.255,0.718,1.266
466,0.248,0.251,0.677,1.177
467,0.359,0.329,1.013,1.701
468,0.405,0.378,0.841,1.624
469,0.279,0.245,0.678,1.202
470,0.247,0.253,0.651,1.151
471,0.254,0.237,0.649,1.140
472,0.259,0.236,0.654,1.150
473,0.237,0.234,0.669,1.140
474,0.238,0.234,0.668,1.140
475,0.242,0.237,0.660,1.138
476,0.235,0.253,0.652,1.140
477,0.268,0.268,0.683,1.218
478,0.274,0.248,0.698,1.219
479,0.245,0.238,0.694,1.177
480,0.320,0.299,0.688,1.308
481,0.244,0.239,0.682,1.166
482,0.240,0.233,0.677,1.151
483,0.242,0.234,0.678,1.155
484,0.242,0.263,0.652,1.157
485,0.237,0.254,0.658,1.148
486,0.251,0.234,0.673,1.158
487,0.238,0.233,0.660,1.131
488,0.239,0.236,0.669,1.144
489,0.249,0.237,0.668,1.154
490,0.241,0.251,0.673,1.164
491,0.306,0.249,0.712,1.267
492,0.249,0.243,0.705,1.198
493,0.320,0.274,0.702,1.296
494,0.261,0.244,0.663,1.168
495,0.264,0.235,0.670,1.169
496,0.237,0.245,0.666,1.148
497,0.244,0.238,0.687,1.170
498,0.247,0.262,0.668,1.177
499,0.285,0.241,0.668,1.194
500,0.287,0.301,0.881,1.469
501,0.318,0.275,0.685,1.278
502,0.277,0.239,0.659,1.175
503,0.265,0.234,0.662,1.161
504,0.299,0.292,0.870,1.460
505,0.453,0.358,0.927,1.738
506,0.418,0.300,0.708,1.427
507,0.312,0.256,0.704,1.273
508,0.345,0.286,0.718,1.349
509,0.309,0.261,0.713,1.282
510,0.282,0.253,0.701,1.236
511,0.307,0.258,0.654,1.218
512,0.265,0.244,0.673,1.182
513,0.262,0.234,0.667,1.163
514,0.267,0.254,0.666,1.188
515,0.276,0.256,0.676,1.208
516,0.340,0.381,0.863,1.584
517,0.461,0.370,0.847,1.677
518,0.383,0.302,0.691,1.376
519,0.298,0.237,0.672,1.207
520,0.268,0.236,0.674,1.178
521,0.256,0.233,0.678,1.167
522,0.259,0.239,0.677,1.175
523,0.263,0.249,0.657,1.169
524,0.272,0.242,0.677,1.191
525,0.256,0.236,0.670,1.162
526,0.260,0.234,0.681,1.175
527,0.260,0.255,0.656,1.171
528,0.254,0.259,0.659,1.172
529,0.316,0.249,0.709,1.274
530,0.372,0.289,0.709,1.370
531,0.360,0.285,0.733,1.378
532,0.290,0.248,0.683,1.221
533,0.239,0.253,0.650,1.142
534,0.282,0.257,0.657,1.196
535,0.278,0.243,0.677,1.198
536,0.243,0.242,0.680,1.165
537,0.242,0.239,0.672,1.153
538,0.243,0.250,0.651,1.144
539,0.239,0.246,0.657,1.142
540,0.244,0.240,0.659,1.144
541,0.238,0.236,0.680,1.154
542,0.268,0.264,0.703,1.235
543,0.316,0.330,0.723,1.369
544,0.362,0.262,0.732,1.356
545,0.309,0.253,0.711,1.273
546,0.247,0.246,0.654,1.147
547,0.265,0.233,0.670,1.167
548,0.263,0.237,0.674,1.174
549,0.254,0.244,0.672,1.170
550,0.283,0.255,0.659,1.197
551,0.260,0.233,0.648,1.141
552,0.254,0.246,0.651,1.151
553,0.248,0.232,0.666,1.146
554,0.237,0.232,0.666,1.135
555,0.241,0.235,0.704,1.180
556,0.297,0.297,0.727,1.320
557,0.311,0.253,0.740,1.304
558,0.322,0.272,0.667,1.261
559,0.273,0.234,0.656,1.163
560,0.253,0.236,0.671,1.160
561,0.241,0.233,0.719,1.193
562,0.287,0.245,0.694,1.226
563,0.285,0.300,0.688,1.274
564,0.288,0.256,0.693,1.236
565,0.296,0.246,0.693,1.236
566,0.276,0.284,0.687,1.246
567,0.306,0.291,0.699,1.296
568,0.324,0.295,0.908,1.527
569,0.492,0.360,3.723,4.575
570,0.425,0.301,0.692,1.418
571,0.269,0.235,0.932,1.436
572,0.314,0.263,1.316,1.892
573,0.235,0.243,0.652,1.131
574,0.252,0.232,0.650,1.134
575,0.245,0.234,0.661,1.140
576,0.234,0.239,0.662,1.135
577,0.240,0.231,0.656,1.127
578,0.238,0.231,0.784,1.252
579,0.320,0.268,0.697,1.285
580,0.325,0.255,0.708,1.288
581,0.274,0.255,0.682,1.211
582,0.269,0.234,0.647,1.150
583,0.255,0.230,0.664,1.149
584,0.233,0.239,0.661,1.133
585,0.238,0.232,0.662,1.132
586,0.247,0.237,0.673,1.157
587,0.237,0.245,0.660,1.141
588,0.243,0.240,0.653,1.136
589,0.246,0.239,0.666,1.151
590,0.240,0.238,0.658,1.137
591,0.242,0.231,0.662,1.136
592,0.237,0.353,0.662,1.251
593,0.369,0.257,0.722,1.348
594,0.308,0.253,0.741,1.302
595,0.259,0.247,0.649,1.155
596,0.247,0.234,0.649,1.130
597,0.243,0.232,0.662,1.137
598,0.243,0.234,0.660,1.137
599,0.236,0.230,0.664,1.131
600,0.237,0.235,0.661,1.133
601,0.237,0.242,0.641,1.120
602,0.235,0.245,0.661,1.141
603,0.252,0.233,0.664,1.148
604,0.237,0.242,0.713,1.192
605,0.262,0.237,0.678,1.176
606,0.257,0.251,0.680,1.189
607,0.340,0.255,0.720,1.315
608,0.278,0.294,0.681,1.253
609,0.245,0.248,0.654,1.147
610,0.240,0.240,0.657,1.137
611,0.247,0.233,0.660,1.140
612,0.237,0.242,0.670,1.148
613,0.280,0.239,0.680,1.198
614,0.275,0.262,0.684,1.222
615,0.304,0.251,0.685,1.240
616,0.255,0.241,0.668,1.164
617,0.242,0.232,0.670,1.144
618,0.242,0.234,0.658,1.134
619,0.245,0.244,0.815,1.305
620,0.398,0.274,0.720,1.392
621,0.317,0.259,0.686,1.262
622,0.263,0.237,0.672,1.172
623,0.239,0.235,0.666,1.139
624,0.235,0.244,0.658,1.137
625,0.241,0.236,0.661,1.139
626,0.237,0.245,0.658,1.140
627,0.252,0.249,0.651,1.152
628,0.248,0.237,0.662,1.147
629,0.234,0.241,0.672,1.147
630,0.235,0.240,0.667,1.143
631,0.244,0.236,0.665,1.145
632,0.234,0.255,0.670,1.159
633,0.252,0.265,0.704,1.221
634,0.317,0.254,0.703,1.274
635,0.281,0.238,0.682,1.201
636,0.244,0.253,0.658,1.155
637,0.252,0.238,0.656,1.147
638,0.261,0.238,0.679,1.178
639,0.280,0.247,0.678,1.204
640,0.252,0.245,0.672,1.169
641,0.235,0.245,0.647,1.127
642,0.248,0.239,0.654,1.141
643,0.249,0.231,0.652,1.132
644,0.235,0.235,0.670,1.140
645,0.236,0.238,0.653,1.127
646,0.239,0.231,0.679,1.149
647,0.258,0.263,0.704,1.225
648,0.328,0.266,0.692,1.286
649,0.268,0.249,0.680,1.198
650,0.248,0.241,0.670,1.160
651,0.239,0.249,0.654,1.141
652,0.251,0.241,0.668,1.160
653,0.235,0.231,0.663,1.130
654,0.238,0.240,0.665,1.143
655,0.239,0.235,0.669,1.143
656,0.236,0.239,0.650,1.125
657,0.236,0.246,0.650,1.132
658,0.254,0.240,0.656,1.149
659,0.238,0.237,0.669,1.143
660,0.236,0.236,0.684,1.157
661,0.372,0.307,0.690,1.369
662,0.329,0.251,0.754,1.334
663,0.274,0.259,0.676,1.209
664,0.255,0.241,0.665,1.161
665,0.248,0.246,0.653,1.147
666,0.327,0.252,0.666,1.244
667,0.247,0.238,0.663,1.148
668,0.252,0.243,0.666,1.162
669,0.244,0.245,0.647,1.136
670,0.240,0.253,0.654,1.147
671,0.253,0.239,0.650,1.142
672,0.237,0.239,0.662,1.137
673,0.256,0.239,0.663,1.158
674,0.241,0.251,0.742,1.234
675,0.446,0.286,0.708,1.440
676,0.329,0.262,0.710,1.302
677,0.250,0.250,0.647,1.147
678,0.235,0.248,0.651,1.134
679,0.259,0.235,0.659,1.153
680,0.236,0.236,0.667,1.139
681,0.234,0.236,0.667,1.138
682,0.240,0.236,0.668,1.144
683,0.238,0.242,0.645,1.125
684,0.234,0.251,0.650,1.135
685,0.250,0.236,0.655,1.141
686,0.244,0.235,0.662,1.141
687,0.239,0.242,0.683,1.164
688,0.254,0.251,0.740,1.244
689,0.304,0.267,0.705,1.276
690,0.317,0.309,0.770,1.396
691,0.310,0.265,0.666,1.240
692,0.238,0.255,0.656,1.148
693,0.245,0.233,0.658,1.136
694,0.243,0.231,0.666,1.141
695,0.238,0.254,0.662,1.155
696,0.301,0.248,0.665,1.214
697,0.262,0.247,0.658,1.167
698,0.250,0.232,4.223,4.705
699,0.621,0.413,1.102,2.136
700,0.419,0.387,1.087,1.892
701,0.418,0.368,1.079,1.866
702,0.415,0.366,1.075,1.856
703,0.427,0.362,1.142,1.932
704,0.425,0.373,1.085,1.883
705,0.386,0.355,1.058,1.800
706,0.384,0.361,1.069,1.813
707,0.368,0.394,1.111,1.874
708,0.447,0.424,1.098,1.970
709,0.408,0.369,1.057,1.834
710,0.365,0.349,1.064,1.779
711,0.371,0.355,1.062,1.789
712,0.385,0.355,1.100,1.840
713,0.407,0.360,1.071,1.838
714,0.423,0.367,1.078,1.868
715,0.431,0.366,1.093,1.890
716,0.429,0.431,1.125,1.986
717,0.473,0.380,1.070,1.923
718,0.392,0.369,1.104,1.864
719,0.397,0.370,1.067,1.834
720,0.366,0.375,1.060,1.801
721,0.393,0.360,1.068,1.821
722,0.385,0.359,1.053,1.796
723,0.373,0.360,1.052,1.785
724,0.381,0.397,1.111,1.888
725,0.482,0.387,1.167,2.035
726,0.478,0.385,1.085,1.947
727,0.405,0.353,1.061,1.820
728,0.374,0.354,1.030,1.758
729,0.369,0.365,1.043,1.777
730,0.382,0.401,1.062,1.845
731,0.366,0.351,1.062,1.780
732,0.363,0.363,1.043,1.769
733,0.397,0.377,1.144,1.918
734,0.471,0.382,1.119,1.972
735,0.424,0.364,1.057,1.845
736,0.422,0.357,1.058,1.837
737,0.378,0.353,1.070,1.801
738,0.385,0.377,1.041,1.802
739,0.377,0.373,1.047,1.797
740,0.366,0.366,1.046,1.778
741,0.377,0.354,1.051,1.782
742,0.438,0.380,1.133,1.951
743,0.468,0.376,0.853,1.698
744,0.331,0.253,0.667,1.252
745,0.274,0.238,0.676,1.189
746,0.259,0.235,0.672,1.166
747,0.250,0.240,0.663,1.153
748,0.255,0.256,0.655,1.166
749,0.247,0.246,0.660,1.152
750,0.276,0.236,0.690,1.202
751,0.310,0.246,0.689,1.245
752,0.255,0.239,0.674,1.168
753,0.267,0.248,0.655,1.170
754,0.276,0.240,0.701,1.217
755,0.332,0.283,0.768,1.382
756,0.390,0.269,0.697,1.356
757,0.328,0.240,0.669,1.236
758,0.256,0.233,0.655,1.145
759,0.260,0.252,0.647,1.160
760,0.257,0.242,0.651,1.150
761,0.256,0.231,0.653,1.140
762,0.239,0.234,0.652,1.124
763,0.266,0.242,0.674,1.183
764,0.246,0.261,0.650,1.157
765,0.266,0.235,0.669,1.171
766,0.261,0.235,0.671,1.167
767,0.263,0.236,0.694,1.194
768,0.282,0.273,0.715,1.270
769,0.367,0.258,0.704,1.329
770,0.320,0.240,0.709,1.269
