Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
33,"SHAKE-128, robust",4.950,119.542,7.334,131.827
34,"SHAKE-128, robust",4.948,119.209,7.096,131.254
35,"SHAKE-128, robust",4.945,119.065,7.141,131.151
36,"SHAKE-128, robust",4.933,119.251,6.958,131.141
37,"SHAKE-128, robust",4.924,120.548,6.975,132.448
38,"SHAKE-128, robust",4.948,118.268,7.070,130.286
39,"SHAKE-128, robust",4.936,118.277,7.046,130.259
40,"SHAKE-128, robust",4.949,119.520,7.102,131.571
41,"SHAKE-128, robust",4.950,119.220,7.061,131.232
42,"SHAKE-128, robust",4.933,118.421,6.888,130.242
43,"SHAKE-128, robust",4.931,118.604,7.189,130.724
44,"SHAKE-128, robust",4.963,118.633,6.811,130.406
45,"SHAKE-128, robust",4.949,119.546,6.953,131.448
46,"SHAKE-128, robust",4.940,119.097,7.016,131.053
47,"SHAKE-128, robust",4.925,119.100,6.872,130.897
48,"SHAKE-128, robust",4.931,119.049,7.208,131.188
49,"SHAKE-128, robust",4.944,118.910,7.217,131.072
50,"SHAKE-128, robust",4.917,119.082,6.725,130.723
51,"SHAKE-128, robust",4.945,118.325,6.923,130.192
52,"SHAKE-128, robust",4.926,118.977,7.082,130.985
53,"SHAKE-128, robust",4.926,119.585,6.909,131.419
54,"SHAKE-128, robust",4.972,119.107,6.926,131.005
55,"SHAKE-128, robust",4.942,119.956,7.165,132.062
56,"SHAKE-128, robust",4.942,118.421,6.983,130.346
57,"SHAKE-128, robust",4.924,119.306,7.155,131.385
58,"SHAKE-128, robust",4.923,118.533,7.438,130.895
59,"SHAKE-128, robust",4.979,118.415,7.168,130.562
60,"SHAKE-128, robust",4.929,118.991,7.203,131.123
61,"SHAKE-128, robust",4.950,122.782,7.315,135.047
62,"SHAKE-128, robust",4.983,120.199,7.364,132.547
63,"SHAKE-128, robust",4.939,119.113,7.014,131.066
64,"SHAKE-128, robust",4.914,119.367,7.282,131.563
65,"SHAKE-128, robust",4.998,119.083,7.206,131.287
66,"SHAKE-128, robust",4.919,119.585,7.088,131.591
67,"SHAKE-128, robust",4.931,119.089,7.446,131.466
68,"SHAKE-128, robust",4.894,119.528,7.002,131.425
69,"SHAKE-128, robust",4.936,119.168,7.167,131.271
70,"SHAKE-128, robust",4.942,119.619,7.121,131.683
71,"SHAKE-128, robust",4.964,118.361,7.062,130.387
72,"SHAKE-128, robust",4.962,120.554,7.328,132.843
73,"SHAKE-128, robust",4.928,118.625,7.190,130.743
74,"SHAKE-128, robust",4.937,119.202,6.968,131.107
75,"SHAKE-128, robust",4.931,118.418,7.038,130.388
76,"SHAKE-128, robust",4.926,119.532,7.006,131.464
77,"SHAKE-128, robust",4.975,119.002,6.885,130.862
78,"SHAKE-128, robust",4.940,119.374,6.827,131.141
79,"SHAKE-128, robust",4.899,119.058,6.930,130.886
80,"SHAKE-128, robust",5.879,119.116,6.946,131.941
81,"SHAKE-128, robust",4.930,118.387,7.359,130.676
82,"SHAKE-128, robust",5.012,119.206,7.182,131.401
83,"SHAKE-128, robust",4.932,119.133,7.227,131.292
84,"SHAKE-128, robust",4.975,119.115,7.183,131.274
85,"SHAKE-128, robust",4.965,118.568,6.955,130.489
86,"SHAKE-128, robust",4.955,118.406,7.228,130.589
87,"SHAKE-128, robust",4.964,119.196,7.293,131.452
88,"SHAKE-128, robust",4.953,119.254,7.190,131.397
89,"SHAKE-128, robust",4.945,119.097,7.220,131.263
90,"SHAKE-128, robust",5.918,120.378,7.116,133.412
91,"SHAKE-128, robust",4.947,133.415,9.883,148.245
92,"SHAKE-128, robust",7.074,136.818,7.015,150.906
93,"SHAKE-128, robust",5.015,120.383,7.290,132.689
94,"SHAKE-128, robust",5.038,120.823,7.134,132.994
95,"SHAKE-128, robust",5.022,120.405,7.042,132.468
96,"SHAKE-128, robust",4.995,120.738,7.318,133.050
97,"SHAKE-128, robust",5.006,120.171,7.458,132.636
98,"SHAKE-128, robust",5.024,120.341,7.440,132.805
99,"SHAKE-128, robust",5.014,120.216,7.251,132.481
100,"SHAKE-128, robust",5.867,120.749,7.084,133.700
