Iteración,Tiempo Generación Claves (ms),Tiempo Firma Pequeña (ms),Tiempo Firma Grande (ms),Tiempo Verificación Pequeña (ms),Tiempo Verificación Grande (ms),Tiempo Total Pequeño (ms),Tiempo Total Grande (ms)
373,0.1618,0.5338,0.3162,0.1139,0.1383,0.8095,0.6162
374,0.1489,0.4739,0.3660,0.1048,0.1376,0.7276,0.6525
375,0.1574,0.2553,0.5359,0.1093,0.1384,0.5220,0.8316
376,0.1308,0.2667,0.3368,0.1055,0.1442,0.5030,0.6117
377,0.1878,0.4785,0.3710,0.1258,0.1388,0.7921,0.6976
378,0.1664,0.1757,0.4741,0.1048,0.1386,0.4468,0.7790
379,0.1355,0.1706,0.4031,0.1024,0.1337,0.4086,0.6723
380,0.1193,0.8446,0.4384,0.1126,0.1493,1.0766,0.7070
381,0.1850,0.2466,0.2019,0.1065,0.1653,0.5380,0.5521
382,0.1669,0.6296,0.2097,0.1335,0.1536,0.9300,0.5301
383,0.1884,0.5311,0.2655,0.1063,0.1383,0.8258,0.5922
384,0.1589,0.4463,0.2752,0.1384,0.1347,0.7435,0.5688
385,0.1905,0.1915,0.2762,0.1127,0.1384,0.4946,0.6051
386,0.1281,0.1711,0.3536,0.1063,0.1390,0.4056,0.6208
387,0.1337,0.2328,0.4696,0.1049,0.1342,0.4713,0.7375
388,0.1470,0.2369,0.2256,0.1063,0.1371,0.4902,0.5097
389,0.1662,0.5155,0.4541,0.1057,0.1343,0.7873,0.7546
390,0.1834,0.3295,0.2849,0.1274,0.1597,0.6403,0.6280
391,0.1868,0.7971,0.2056,0.1117,0.1383,1.0956,0.5307
392,0.1676,0.4371,0.3859,0.1099,0.1342,0.7145,0.6876
393,0.1320,0.4778,0.3804,0.1149,0.1448,0.7247,0.6572
394,0.1821,0.4763,0.3751,0.1077,0.1341,0.7661,0.6913
395,0.2369,0.2919,0.2775,0.1080,0.1351,0.6367,0.6495
396,0.2015,0.2395,0.3392,0.1483,0.1404,0.5894,0.6811
397,0.1882,0.1782,0.3196,0.1235,0.1376,0.4900,0.6454
398,0.1260,0.1827,0.2026,0.1082,0.1529,0.4169,0.4815
399,0.1350,0.1752,0.2162,0.1026,0.1344,0.4128,0.4856
400,0.1404,0.2525,0.2583,0.1031,0.1339,0.4960,0.5327
401,0.1527,0.4068,0.5061,0.1216,0.1353,0.6811,0.7941
402,0.1517,0.8948,0.2235,0.1102,0.1385,1.1567,0.5136
403,0.2423,0.2391,0.2301,0.1087,0.1376,0.5901,0.6099
404,0.1602,0.2859,0.5408,0.1055,0.1377,0.5516,0.8387
405,0.1356,0.4166,0.3308,0.1048,0.1344,0.6570,0.6008
406,0.1386,0.2411,0.2840,0.1087,0.1383,0.4884,0.5608
407,0.1538,0.5283,0.3457,0.1094,0.1465,0.7915,0.6459
408,0.2443,0.4387,0.6540,0.1159,0.1658,0.7989,1.0640
409,0.2867,0.2525,0.3342,0.1089,0.1356,0.6481,0.7565
410,0.1969,0.1791,0.2045,0.1047,0.1337,0.4807,0.5350
411,0.1743,0.3130,0.3268,0.1065,0.1527,0.5939,0.6538
412,0.1725,0.6761,0.4158,0.1070,0.1475,0.9556,0.7358
413,0.1641,0.1871,1.0647,0.1100,0.1351,0.4612,1.3639
414,0.2005,0.2045,0.3163,0.1095,0.1541,0.5145,0.6709
415,0.1984,0.9130,0.4270,0.1168,0.1395,1.2282,0.7648
416,0.2052,0.3713,0.6577,0.1286,0.1350,0.7052,0.9979
417,0.2093,1.1847,0.7247,0.1778,0.1944,1.5717,1.1284
418,0.2708,0.2754,0.3464,0.1644,0.1968,0.7106,0.8140
419,0.2373,1.1615,0.8316,0.1156,0.1669,1.5144,1.2359
420,0.1945,0.1757,0.5211,0.1063,0.1339,0.4764,0.8495
421,0.1550,0.2324,0.2386,0.1221,0.1362,0.5095,0.5298
422,0.1890,0.1770,0.2074,0.1118,0.1337,0.4778,0.5301
423,0.1149,0.4249,0.4596,0.1029,0.1395,0.6428,0.7140
424,0.1140,0.4459,0.3863,0.1185,0.1339,0.6783,0.6341
425,0.1117,0.3117,0.3854,0.1045,0.1346,0.5279,0.6316
426,0.1484,0.3888,0.5145,0.1160,0.1346,0.6533,0.7975
427,0.2161,0.5230,0.3972,0.1697,0.1758,0.9087,0.7890
428,0.2481,0.2277,1.0241,0.1147,0.1575,0.5905,1.4296
429,0.2159,0.2765,0.7131,0.1666,0.2219,0.6591,1.1510
430,0.2753,0.2761,1.3367,0.1541,0.1669,0.7056,1.7789
431,0.2488,1.2950,0.2702,0.1322,0.1414,1.6759,0.6604
432,0.2272,0.3131,0.2594,0.1068,0.1662,0.6470,0.6528
433,0.2227,0.2495,0.5201,0.1076,0.1374,0.5798,0.8802
434,0.1815,0.2322,0.2198,0.1108,0.1523,0.5245,0.5535
435,0.1970,0.5074,0.6734,0.1070,0.1342,0.8114,1.0045
436,0.2092,0.2327,0.3178,0.1219,0.1814,0.5638,0.7084
437,0.2484,0.3645,0.9019,0.1303,0.1385,0.7432,1.2888
438,0.2134,0.1998,0.2030,0.1058,0.1380,0.5190,0.5544
439,0.1722,1.0428,0.7469,0.1653,0.2015,1.3804,1.1206
440,0.2462,0.6242,0.4928,0.1510,0.1736,1.0213,0.9126
441,0.2064,1.4917,0.2884,0.1202,0.1440,1.8183,0.6389
442,0.2047,0.1765,0.2896,0.1560,0.2021,0.5371,0.6964
443,0.2935,0.4485,0.4118,0.1300,0.1508,0.8720,0.8561
444,0.2193,0.2452,0.3228,0.1099,0.1342,0.5744,0.6762
445,0.2140,0.2463,0.4036,0.1187,0.1341,0.5790,0.7516
446,0.2334,0.3044,0.2592,0.1063,0.1415,0.6442,0.6342
447,0.2047,0.2492,0.2258,0.1051,0.1339,0.5589,0.5643
448,0.1939,0.8750,0.9430,0.1063,0.1386,1.1751,1.2756
449,0.1646,0.2634,0.9353,0.1674,0.2241,0.5955,1.3240
450,0.2510,0.2688,0.4781,0.1602,0.2097,0.6799,0.9388
451,0.2442,1.2244,0.3077,0.1528,0.2206,1.6214,0.7725
452,0.2569,0.2710,0.5257,0.1607,0.1996,0.6886,0.9821
453,0.2802,0.4330,0.4056,0.1537,0.2141,0.8669,0.8998
454,0.2548,0.5783,0.3101,0.1569,0.2215,0.9900,0.7864
455,0.2566,0.4839,0.3900,0.1567,0.1953,0.8973,0.8418
456,0.2253,1.7388,0.3026,0.1737,0.2038,2.1378,0.7317
457,0.2822,0.3248,1.5557,0.1613,0.1956,0.7683,2.0335
458,0.2464,0.2954,0.4108,0.1666,0.2063,0.7085,0.8636
459,0.2663,0.6342,0.4194,0.1557,0.1801,1.0563,0.8657
460,0.2763,0.7435,0.8366,0.1947,0.1950,1.2146,1.3079
461,0.2668,0.2906,0.3035,0.1689,0.1742,0.7263,0.7444
462,0.2647,0.7804,0.5302,0.1621,0.1858,1.2071,0.9807
463,0.2652,0.5822,0.4193,0.1132,0.1905,0.9606,0.8750
464,0.1890,0.3594,0.2607,0.1084,0.1346,0.6568,0.5844
465,0.1128,0.3474,0.2725,0.1089,0.1489,0.5691,0.5342
466,0.1138,0.3404,0.4837,0.1091,0.1462,0.5633,0.7437
467,0.1284,0.2842,0.5661,0.1108,0.1585,0.5234,0.8530
468,0.1804,0.6036,0.4487,0.1207,0.1350,0.9047,0.7641
469,0.1771,0.4188,0.5198,0.1061,0.1521,0.7020,0.8490
470,0.1717,0.2263,0.2019,0.1035,0.1365,0.5014,0.5102
471,0.1131,0.3950,0.2710,0.1097,0.1337,0.6178,0.5179
472,0.1250,0.6549,0.4093,0.1051,0.1346,0.8850,0.6688
473,0.1261,0.3766,0.6112,0.1045,0.1351,0.6071,0.8723
474,0.1303,0.5415,0.4595,0.1029,0.1352,0.7748,0.7250
475,0.1328,0.4801,0.2040,0.1068,0.1337,0.7196,0.4705
476,0.1464,0.5570,1.0107,0.1048,0.1388,0.8082,1.2958
477,0.1270,0.2388,0.2033,0.1094,0.1391,0.4751,0.4693
478,0.1188,0.4248,0.2681,0.1089,0.1386,0.6526,0.5255
479,0.1199,0.1832,0.2191,0.1051,0.1590,0.4082,0.4979
480,0.2091,0.1801,0.3602,0.1210,0.1388,0.5102,0.7081
481,0.2882,0.3590,0.2728,0.1083,0.1381,0.7555,0.6992
482,0.1680,0.3536,0.6427,0.1198,0.1384,0.6414,0.9491
483,0.1597,0.2601,0.2696,0.1036,0.1380,0.5235,0.5674
484,0.1329,0.3469,0.6848,0.1058,0.1532,0.5856,0.9709
485,0.1433,0.2379,0.4717,0.1230,0.1337,0.5042,0.7488
486,0.1409,0.2450,0.4586,0.1036,0.1384,0.4895,0.7379
487,0.1255,0.1731,0.2735,0.1031,0.1391,0.4017,0.5381
488,0.1240,0.2844,0.2219,0.1041,0.1352,0.5125,0.4812
489,0.1545,0.3111,0.5720,0.1056,0.1342,0.5712,0.8606
490,0.1564,0.4466,0.5579,0.1244,0.1378,0.7273,0.8520
491,0.1440,0.4962,0.2272,0.1077,0.1378,0.7480,0.5090
492,0.2310,0.3102,0.2728,0.1119,0.1380,0.6531,0.6418
493,0.2996,0.6625,0.6938,0.1358,0.1346,1.0979,1.1281
494,0.2002,0.2392,0.5552,0.1098,0.1354,0.5492,0.8908
495,0.2276,0.3040,0.2568,0.1111,0.1344,0.6428,0.6189
496,0.1697,0.1727,0.2822,0.1094,0.1339,0.4518,0.5857
497,0.1769,0.2363,0.3102,0.1068,0.1538,0.5200,0.6408
498,0.1642,0.5695,0.2263,0.1284,0.1351,0.8621,0.5256
499,0.2350,0.2479,0.6526,0.1282,0.1516,0.6111,1.0392
500,0.2086,0.9219,0.3443,0.1120,0.1342,1.2425,0.6870
501,0.2082,0.3664,0.2072,0.1075,0.1493,0.6822,0.5647
502,0.2051,0.2976,0.5960,0.1242,0.1332,0.6268,0.9342
503,0.2018,0.4948,0.2019,0.1082,0.1409,0.8048,0.5447
504,0.2090,0.2323,0.4998,0.1377,0.1358,0.5790,0.8446
505,0.2306,0.2457,0.4066,0.1089,0.1343,0.5853,0.7715
506,0.2191,0.6732,0.3738,0.1336,0.1349,1.0260,0.7277
507,0.2193,0.6199,0.5172,0.1091,0.1562,0.9483,0.8927
508,0.1852,0.2864,0.5354,0.1053,0.1383,0.5769,0.8589
509,0.1912,0.2859,0.3244,0.1089,0.1388,0.5861,0.6545
510,0.1763,0.1896,0.6930,0.1053,0.1527,0.4712,1.0220
511,0.1600,0.2907,0.2054,0.1038,0.1489,0.5545,0.5143
512,0.1534,0.2249,0.2768,0.1035,0.1493,0.4819,0.5796
513,0.1544,0.1712,0.4487,0.1436,0.2280,0.4691,0.8310
514,0.1597,0.2949,0.2015,0.1224,0.1342,0.5770,0.4954
515,0.1871,0.7305,0.3645,0.1089,0.1499,1.0266,0.7015
516,0.1743,0.1711,1.3438,0.1089,0.1488,0.4543,1.6668
517,0.1810,0.2101,0.3251,0.1096,0.1342,0.5007,0.6404
518,0.1777,0.6034,0.2994,0.1226,0.1339,0.9038,0.6110
519,0.1944,0.2506,0.7486,0.1093,0.1548,0.5542,1.0977
520,0.1938,0.1878,0.5344,0.1056,0.1332,0.4872,0.8614
521,0.1448,0.2377,0.2894,0.1090,0.1367,0.4916,0.5710
522,0.1400,0.9601,0.3943,0.1210,0.1402,1.2210,0.6745
523,0.1397,0.2462,0.2614,0.1032,0.1513,0.4892,0.5524
524,0.1298,0.2367,0.2052,0.1033,0.1537,0.4699,0.4888
525,0.1318,0.2429,0.3241,0.1040,0.1531,0.4786,0.6090
526,0.1371,0.8723,0.4424,0.1105,0.1429,1.1199,0.7224
527,0.1812,0.1800,0.6236,0.1301,0.1337,0.4913,0.9385
528,0.2005,1.6367,0.2105,0.1236,0.1345,1.9609,0.5456
529,0.2174,0.1807,0.2033,0.1058,0.1347,0.5039,0.5554
530,0.1852,0.1782,0.3102,0.1065,0.1384,0.4700,0.6338
531,0.2248,0.5791,0.2892,0.1080,0.1346,0.9119,0.6486
532,0.1962,0.4930,0.2551,0.1054,0.1393,0.7947,0.5906
533,0.1546,0.1963,0.4712,0.1054,0.1428,0.4562,0.7686
534,0.2087,0.2357,0.4188,0.1047,0.1551,0.5491,0.7827
535,0.1377,0.2845,0.2022,0.1108,0.1494,0.5330,0.4893
536,0.1205,0.4866,0.4974,0.1053,0.1342,0.7124,0.7521
537,0.1960,0.4038,0.3775,0.1068,0.1339,0.7066,0.7075
538,0.1834,0.2291,0.5285,0.1074,0.1586,0.5199,0.8706
539,0.2033,0.2740,0.2755,0.1165,0.1365,0.5938,0.6153
540,0.1720,0.5600,0.3711,0.1077,0.1383,0.8397,0.6813
541,0.1970,0.2936,0.2061,0.1070,0.1352,0.5976,0.5383
542,0.1754,0.2334,0.2036,0.1147,0.1416,0.5236,0.5206
543,0.2203,0.6992,0.9082,0.1117,0.1365,1.0312,1.2650
544,0.2456,0.4111,0.4724,0.1139,0.1357,0.7706,0.8537
545,0.2455,0.9310,0.5863,0.1087,0.1391,1.2852,0.9709
546,0.2511,0.9453,0.6432,0.1469,0.2171,1.3434,1.1114
547,0.2426,0.3369,0.4092,0.1475,0.1892,0.7270,0.8410
548,0.2481,0.3484,0.9402,0.1585,0.1931,0.7549,1.3813
549,0.2315,0.5967,0.4078,0.1098,0.1346,0.9380,0.7739
550,0.2142,0.3411,0.5441,0.1099,0.1358,0.6652,0.8941
551,0.2082,0.1871,0.2053,0.1154,0.1684,0.5106,0.5818
552,0.2175,0.2399,0.2899,0.1094,0.1359,0.5669,0.6433
553,0.2097,0.2167,0.6155,0.1098,0.1376,0.5361,0.9627
554,0.2323,0.2418,0.5862,0.1109,0.1332,0.5851,0.9517
555,0.2154,0.5958,0.2569,0.1114,0.1406,0.9226,0.6128
556,0.1856,0.2977,0.2685,0.1162,0.1610,0.5994,0.6151
557,1.7536,0.3299,0.4107,0.1077,0.1652,2.1913,2.3295
558,0.2341,0.7339,0.3912,0.1245,0.1407,1.0926,0.7660
559,0.1934,0.2449,0.2260,0.1091,0.1349,0.5475,0.5543
560,0.1673,0.2999,0.4155,0.1114,0.1337,0.5787,0.7166
561,0.1548,0.7434,0.4365,0.1154,0.1715,1.0137,0.7628
562,0.1648,0.2972,0.4219,0.1072,0.1340,0.5692,0.7207
563,0.2942,0.2604,0.4567,0.1361,0.1531,0.6906,0.9040
564,0.2058,0.2304,0.3259,0.1063,0.1537,0.5425,0.6853
565,0.1933,0.4090,0.2077,0.1320,0.1336,0.7343,0.5346
566,0.2032,0.2476,0.5081,0.1089,0.1336,0.5598,0.8448
567,0.1979,0.4444,0.6667,0.1384,0.1741,0.7806,1.0387
568,0.1898,0.1796,0.6758,0.1263,0.1371,0.4958,1.0027
569,0.1786,0.3401,1.0087,0.1166,0.1509,0.6352,1.3382
570,0.2135,0.3208,0.5723,0.1124,0.1551,0.6468,0.9409
571,0.1878,0.5069,0.2104,0.1056,0.1386,0.8003,0.5368
572,0.1777,0.3264,0.2694,0.1410,0.1898,0.6451,0.6369
573,0.2000,0.5663,0.4062,0.1426,0.1853,0.9089,0.7915
574,0.2075,0.2483,0.2497,0.1100,0.1429,0.5658,0.6000
575,0.1897,0.3564,0.5265,0.1053,0.1508,0.6514,0.8670
576,0.1541,0.2282,0.7419,0.1053,0.1337,0.4876,1.0297
577,0.1182,0.4023,0.2907,0.1079,0.1379,0.6284,0.5468
578,0.1262,0.3698,0.2033,0.1030,0.1347,0.5990,0.4642
579,0.1248,0.5605,0.7539,0.1132,0.1391,0.7985,1.0178
580,0.1182,0.4114,0.3404,0.1344,0.1752,0.6641,0.6338
581,0.1639,0.2569,0.6149,0.1455,0.1977,0.5663,0.9765
582,0.2203,0.3063,0.7892,0.1443,0.1820,0.6709,1.1914
583,0.2215,0.3797,0.2942,0.1759,0.1962,0.7771,0.7119
584,0.2331,0.2416,0.4120,0.1465,0.1873,0.6211,0.8323
585,0.2292,0.4580,0.2828,0.1519,0.2028,0.8391,0.7148
586,0.2191,0.2590,1.0967,0.1685,0.2076,0.6465,1.5233
587,0.2511,0.5143,0.4692,0.1527,0.1989,0.9180,0.9191
588,0.2196,0.3490,0.3125,0.1551,0.1803,0.7237,0.7124
589,0.2063,0.4866,0.2973,0.1539,0.1926,0.8468,0.6962
590,0.2131,0.2535,0.2928,0.1566,0.2179,0.6232,0.7239
591,0.2068,0.2554,0.3149,0.1527,0.1857,0.6149,0.7074
592,0.2066,0.2720,0.5558,0.1471,0.1831,0.6257,0.9455
593,0.2097,0.2624,0.2998,0.1718,0.1919,0.6440,0.7013
594,0.2144,0.4357,0.2724,0.1575,0.1757,0.8076,0.6625
595,0.2369,0.6955,0.4997,0.1480,0.1787,1.0805,0.9154
596,0.2130,0.2940,0.4840,0.1521,0.2031,0.6591,0.9001
597,0.2191,0.2557,0.5289,0.1465,0.1804,0.6212,0.9284
598,0.2130,0.4696,0.2859,0.1453,0.2001,0.8279,0.6991
599,0.2108,0.4218,0.3602,0.1067,0.1383,0.7393,0.7093
600,0.1808,0.7242,0.2702,0.1096,0.1541,1.0146,0.6051
601,0.1735,0.2268,0.3907,0.1455,0.1390,0.5458,0.7031
602,0.1624,0.2792,1.2347,0.1097,0.1389,0.5513,1.5360
603,0.1618,0.2282,0.4510,0.1031,0.1342,0.4932,0.7470
604,0.1136,0.4780,0.3232,0.1082,0.1337,0.6998,0.5705
605,0.1134,0.5649,0.2047,0.1090,0.1330,0.7873,0.4512
606,0.1256,0.2304,0.4376,0.1090,0.1383,0.4649,0.7014
607,0.1170,0.2241,0.5035,0.1041,0.1699,0.4452,0.7905
608,0.1316,0.1694,0.5189,0.1069,0.1355,0.4079,0.7859
609,0.1130,0.6318,0.3694,0.1035,0.1386,0.8483,0.6209
610,0.1130,0.3178,0.2687,0.1034,0.1350,0.5342,0.5167
611,0.1240,0.1945,0.4588,0.1087,0.1380,0.4272,0.7208
612,0.1122,0.2448,0.2055,0.1028,0.1344,0.4598,0.4522
613,0.1140,0.6025,0.3272,0.1025,0.1390,0.8190,0.5802
614,0.1268,0.3578,0.3312,0.1045,0.1532,0.5891,0.6112
615,0.1097,0.2358,0.2010,0.1031,0.1344,0.4486,0.4451
616,0.1284,0.2419,0.4472,0.1051,0.1534,0.4754,0.7290
617,0.1414,0.1713,0.2014,0.1036,0.1344,0.4164,0.4772
618,0.1372,0.5766,0.2073,0.1087,0.1502,0.8224,0.4946
619,0.1328,0.2248,0.2014,0.1037,0.1344,0.4612,0.4686
620,0.1198,0.1690,0.4396,0.1088,0.1512,0.3976,0.7106
621,0.1281,0.3334,0.2878,0.1138,0.1669,0.5753,0.5829
622,0.1241,0.2954,0.9792,0.1084,0.1384,0.5279,1.2417
623,0.1432,0.1817,0.4772,0.1051,0.1418,0.4300,0.7622
624,0.1247,0.4017,0.6682,0.1035,0.1339,0.6299,0.9269
625,0.1220,0.8481,0.2037,0.1047,0.1358,1.0748,0.4615
626,0.1297,0.2421,0.6975,0.1065,0.1337,0.4783,0.9609
627,0.1391,0.4037,0.4612,0.1091,0.1392,0.6520,0.7395
628,0.1179,0.7365,0.2012,0.1032,0.1497,0.9576,0.4689
629,0.1218,1.1308,0.4870,0.1075,0.1546,1.3601,0.7634
630,0.1661,0.3888,0.2790,0.1122,0.1346,0.6672,0.5797
631,0.1736,0.1744,0.2929,0.1094,0.1330,0.4573,0.5995
632,0.1295,1.2518,0.7530,0.1068,0.1524,1.4881,1.0349
633,0.1701,0.3485,0.5522,0.1220,0.1379,0.6406,0.8603
634,0.1193,0.1785,0.2056,0.1031,0.1560,0.4009,0.4809
635,0.1417,0.1705,0.2596,0.1031,0.1439,0.4153,0.5452
636,0.1454,0.1717,0.2564,0.1151,0.1398,0.4322,0.5416
637,0.1488,0.3378,0.4046,0.1052,0.1478,0.5918,0.7011
638,0.1421,0.2390,1.2164,0.1054,0.1337,0.4865,1.4922
639,0.1727,0.6594,0.5978,0.1108,0.1372,0.9429,0.9077
640,0.1749,0.5413,0.4486,0.1099,0.1378,0.8261,0.7613
641,0.1430,0.3007,0.2755,0.1064,0.1350,0.5501,0.5535
642,0.1448,0.8360,0.2028,0.1193,0.1402,1.1001,0.4879
643,0.2143,0.1792,0.3416,0.1060,0.1377,0.4995,0.6936
644,0.1905,0.3595,0.5050,0.1095,0.1342,0.6595,0.8298
645,0.1722,0.2987,0.4453,0.1066,0.1344,0.5775,0.7518
646,0.1909,0.2556,0.8493,0.1136,0.1377,0.5601,1.1779
647,0.1958,0.3784,0.5991,0.1119,0.1516,0.6862,0.9464
648,0.1837,0.1782,0.3232,0.1197,0.1346,0.4816,0.6416
649,0.2180,0.7129,0.2965,0.1067,0.1340,1.0376,0.6486
650,0.1943,0.6807,0.2107,0.1063,0.1405,0.9813,0.5455
651,0.2241,0.1729,0.4321,0.1274,0.1527,0.5244,0.8089
652,0.1820,0.2421,0.4522,0.1056,0.1333,0.5297,0.7675
653,0.1796,0.7511,0.3102,0.1043,0.1554,1.0350,0.6453
654,0.1746,0.2255,0.2016,0.1033,0.1353,0.5034,0.5115
655,0.1450,0.1952,0.2919,0.1115,0.1386,0.4517,0.5755
656,0.1517,0.2999,0.3691,0.1237,0.1390,0.5753,0.6598
657,0.1509,0.3484,0.2061,0.1299,0.1344,0.6292,0.4915
658,0.1510,0.3578,0.5220,0.1235,0.1390,0.6324,0.8120
659,0.2142,0.2147,0.3288,0.1069,0.1339,0.5359,0.6769
660,0.2216,0.4302,0.4894,0.1802,0.2057,0.8321,0.9167
661,0.1817,0.2970,0.2202,0.1068,0.1351,0.5855,0.5371
662,0.1945,0.1726,0.3647,0.1053,0.1340,0.4724,0.6932
663,0.1479,0.1881,0.3721,0.1055,0.1331,0.4415,0.6531
664,0.1657,0.4470,0.6335,0.1228,0.1409,0.7356,0.9402
665,0.1996,0.5136,0.6384,0.1124,0.1335,0.8256,0.9714
666,0.2029,0.1729,0.2082,0.1063,0.1337,0.4822,0.5448
667,0.1676,0.3687,0.2063,0.1087,0.1477,0.6449,0.5216
668,0.1479,0.4007,0.2028,0.1186,0.1592,0.6673,0.5099
669,0.1614,0.2079,0.4246,0.1090,0.1416,0.4784,0.7276
670,0.1527,0.5646,0.2738,0.1063,0.1382,0.8235,0.5647
671,0.2058,0.3211,0.5295,0.1126,0.1590,0.6396,0.8944
672,0.1877,0.2973,0.2174,0.1443,0.1339,0.6293,0.5390
673,0.1827,0.6083,0.2061,0.1079,0.1390,0.8989,0.5278
674,0.1963,0.6189,0.2020,0.1063,0.1502,0.9216,0.5486
675,0.1996,0.2334,0.4941,0.1132,0.1533,0.5462,0.8470
676,0.2256,0.4809,0.3970,0.1327,0.1391,0.8391,0.7616
677,0.1907,0.2339,0.4750,0.1235,0.1382,0.5481,0.8039
678,0.1473,0.8076,0.2606,0.1054,0.1339,1.0603,0.5418
679,0.1551,0.3502,0.4954,0.1051,0.1460,0.6104,0.7966
680,0.1459,0.3622,0.2276,0.1037,0.1386,0.6118,0.5121
681,0.1622,0.7942,0.2676,0.1108,0.1384,1.0671,0.5681
682,0.2086,0.3335,0.2019,0.1065,0.1564,0.6486,0.5669
683,0.1766,0.2375,0.2109,0.1089,0.1499,0.5230,0.5375
684,0.1470,0.2481,0.2566,0.1038,0.1634,0.4990,0.5670
685,0.1470,0.1808,0.5129,0.1298,0.1509,0.4577,0.8108
686,0.1416,0.3126,0.3998,0.1119,0.1378,0.5661,0.6792
687,0.1649,0.1762,0.2191,0.1142,0.1337,0.4553,0.5177
688,0.1277,0.5607,0.2055,0.1119,0.1339,0.8003,0.4672
689,0.1458,0.1826,0.2926,0.1087,0.1352,0.4371,0.5736
690,0.1748,0.4030,0.2019,0.1063,0.1342,0.6841,0.5110
691,0.2076,0.4710,0.2068,0.1091,0.1473,0.7877,0.5616
692,0.1466,0.3059,0.3685,0.1227,0.1358,0.5752,0.6509
693,0.1557,0.3695,0.2253,0.1086,0.1366,0.6338,0.5176
694,0.1479,0.2965,0.2801,0.1084,0.1339,0.5528,0.5618
695,0.1394,0.1702,0.2238,0.1298,0.1390,0.4394,0.5022
696,0.1880,0.1751,0.2005,0.1289,0.1412,0.4921,0.5298
697,0.2107,0.2698,1.0636,0.1072,0.1467,0.5876,1.4210
698,0.1903,0.4860,0.3221,0.1065,0.1337,0.7828,0.6461
699,0.1895,0.3304,0.2606,0.1084,0.1331,0.6283,0.5832
700,0.1749,0.2478,0.2006,0.1071,0.1335,0.5299,0.5090
701,0.1641,0.3821,0.2673,0.1100,0.1336,0.6562,0.5650
702,0.1687,0.1910,0.2697,0.1047,0.1335,0.4644,0.5719
703,0.1622,1.2627,0.2388,0.1112,0.1355,1.5360,0.5365
704,0.2234,0.8675,0.2109,0.1118,0.1370,1.2027,0.5714
705,0.1924,0.5433,0.3217,0.1103,0.1383,0.8460,0.6523
706,0.1768,0.3517,0.2152,0.1066,0.1384,0.6351,0.5303
707,0.1705,0.1714,0.3217,0.1092,0.1346,0.4511,0.6268
708,0.1681,0.5340,0.6662,0.1072,0.1561,0.8094,0.9904
709,0.1950,0.3111,0.6395,0.1160,0.1386,0.6222,0.9731
710,0.1943,0.8087,0.3323,0.1158,0.1390,1.1188,0.6656
711,0.1856,0.1867,0.3470,0.1050,0.1388,0.4773,0.6714
712,0.1630,0.1708,0.6296,0.1063,0.1497,0.4402,0.9423
713,0.1866,0.2082,0.3809,0.1052,0.1351,0.4999,0.7026
714,0.1901,0.1905,0.2043,0.1089,0.1404,0.4895,0.5347
715,0.2060,0.3687,0.7163,0.1365,0.1428,0.7111,1.0650
716,0.1930,0.7943,0.2694,0.1209,0.1330,1.1082,0.5954
717,0.1688,0.2305,0.2007,0.1226,0.1409,0.5219,0.5104
718,0.1540,0.4818,0.6461,0.1096,0.1384,0.7454,0.9385
719,0.1731,0.1745,0.2171,0.1044,0.1386,0.4520,0.5287
720,0.1562,0.4406,0.2756,0.1094,0.1384,0.7063,0.5702
721,0.1650,0.4881,0.3781,0.1298,0.1592,0.7829,0.7022
722,0.1956,0.1762,0.2267,0.1097,0.1339,0.4814,0.5563
723,0.1877,0.1735,0.4130,0.1094,0.1338,0.4706,0.7345
724,0.1585,0.1725,0.4513,0.1124,0.1369,0.4434,0.7467
725,0.1589,0.3670,0.3411,0.1284,0.1370,0.6544,0.6370
726,0.1604,0.4887,0.3606,0.1068,0.1599,0.7558,0.6809
727,0.2099,1.1546,0.2093,0.1205,0.1556,1.4850,0.5749
728,0.1975,0.7927,0.2649,0.1068,0.1669,1.0970,0.6293
729,0.2167,0.2601,0.9507,0.1546,0.1853,0.6313,1.3527
730,0.2219,0.9543,0.2811,0.1091,0.1428,1.2853,0.6458
731,0.2064,0.2594,0.2029,0.1140,0.1381,0.5799,0.5474
732,0.1836,0.8070,0.2657,0.1536,0.1386,1.1442,0.5880
733,0.1924,0.2987,0.3587,0.1366,0.1397,0.6277,0.6907
734,0.1929,0.7261,0.2063,0.1126,0.1537,1.0316,0.5528
735,0.1961,0.2773,0.4684,0.1102,0.1388,0.5835,0.8032
736,0.1945,0.2799,0.3244,0.1077,0.1375,0.5821,0.6563
737,0.1933,0.7864,0.3382,0.1128,0.1340,1.0926,0.6655
738,0.1819,0.3480,0.2229,0.1089,0.1687,0.6388,0.5735
739,0.1858,0.6776,0.2047,0.1117,0.1384,0.9751,0.5289
740,0.2058,0.4011,0.2035,0.1259,0.1336,0.7328,0.5429
741,0.1580,0.4079,0.2827,0.1054,0.1817,0.6713,0.6224
742,0.1894,0.3709,0.4139,0.1082,0.1335,0.6685,0.7367
743,0.2104,0.2431,1.1571,0.1111,0.1353,0.5646,1.5028
744,0.1936,0.2402,0.2014,0.1094,0.1469,0.5432,0.5419
745,0.1944,0.1905,0.3117,0.1095,0.1397,0.4944,0.6458
746,0.1707,0.4707,0.2069,0.1152,0.1387,0.7566,0.5163
747,0.1745,0.1762,0.5450,0.1268,0.1359,0.4776,0.8555
