Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
42,"SHAKE-192, robust",7.103,186.612,10.178,203.892
43,"SHAKE-192, robust",7.133,196.922,10.389,214.445
44,"SHAKE-192, robust",7.448,203.617,12.140,223.205
45,"SHAKE-192, robust",7.314,198.896,10.876,217.086
46,"SHAKE-192, robust",7.138,194.656,10.345,212.139
47,"SHAKE-192, robust",7.196,190.201,10.474,207.871
48,"SHAKE-192, robust",7.156,194.468,11.603,213.227
49,"SHAKE-192, robust",7.185,193.833,10.871,211.889
50,"SHAKE-192, robust",7.159,200.895,10.453,218.506
51,"SHAKE-192, robust",7.145,191.400,11.799,210.344
52,"SHAKE-192, robust",8.013,190.462,10.318,208.793
53,"SHAKE-192, robust",7.145,187.636,10.516,205.297
54,"SHAKE-192, robust",7.225,189.553,10.469,207.247
55,"SHAKE-192, robust",7.155,187.865,10.244,205.264
56,"SHAKE-192, robust",7.169,194.176,10.404,211.750
57,"SHAKE-192, robust",7.359,204.338,10.337,222.034
58,"SHAKE-192, robust",7.207,199.249,10.038,216.495
59,"SHAKE-192, robust",8.283,189.972,10.327,208.581
60,"SHAKE-192, robust",7.626,188.037,10.661,206.324
61,"SHAKE-192, robust",7.158,189.046,10.198,206.402
62,"SHAKE-192, robust",7.158,187.119,10.738,205.015
63,"SHAKE-192, robust",7.182,186.980,10.235,204.397
64,"SHAKE-192, robust",7.263,187.051,10.266,204.579
65,"SHAKE-192, robust",7.158,187.149,10.220,204.527
66,"SHAKE-192, robust",7.132,187.071,10.160,204.363
67,"SHAKE-192, robust",7.176,188.439,10.233,205.849
68,"SHAKE-192, robust",7.171,187.318,10.117,204.605
69,"SHAKE-192, robust",7.157,187.463,10.618,205.238
70,"SHAKE-192, robust",7.176,189.848,10.397,207.421
71,"SHAKE-192, robust",7.668,194.799,10.107,212.574
72,"SHAKE-192, robust",7.182,187.303,10.528,205.013
73,"SHAKE-192, robust",7.137,187.013,9.835,203.985
74,"SHAKE-192, robust",7.121,187.218,10.296,204.636
75,"SHAKE-192, robust",7.151,188.038,10.248,205.437
76,"SHAKE-192, robust",7.208,189.612,10.238,207.059
77,"SHAKE-192, robust",7.190,186.853,10.028,204.071
78,"SHAKE-192, robust",7.113,187.885,10.089,205.088
79,"SHAKE-192, robust",8.159,186.844,10.425,205.429
80,"SHAKE-192, robust",7.205,187.686,10.659,205.551
81,"SHAKE-192, robust",7.177,187.852,10.128,205.157
82,"SHAKE-192, robust",7.346,187.327,10.452,205.125
83,"SHAKE-192, robust",7.170,187.125,10.139,204.434
84,"SHAKE-192, robust",7.135,187.295,10.393,204.823
85,"SHAKE-192, robust",7.140,188.661,10.397,206.198
86,"SHAKE-192, robust",7.209,188.046,10.345,205.600
87,"SHAKE-192, robust",7.122,187.264,10.416,204.802
88,"SHAKE-192, robust",7.145,187.116,10.368,204.628
89,"SHAKE-192, robust",8.098,186.967,10.270,205.335
90,"SHAKE-192, robust",7.123,187.031,10.204,204.358
91,"SHAKE-192, robust",7.133,188.207,10.613,205.953
92,"SHAKE-192, robust",7.158,187.015,10.201,204.374
93,"SHAKE-192, robust",7.152,187.006,10.490,204.648
94,"SHAKE-192, robust",7.119,188.766,11.117,207.003
95,"SHAKE-192, robust",7.209,187.110,10.309,204.628
96,"SHAKE-192, robust",7.121,186.763,10.439,204.323
97,"SHAKE-192, robust",7.101,186.670,10.373,204.144
98,"SHAKE-192, robust",7.122,186.830,10.505,204.457
99,"SHAKE-192, robust",7.185,186.929,10.551,204.665
100,"SHAKE-192, robust",7.123,186.679,10.227,204.029
