Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
29,"SHAKE-192, standard, robust",455.924,4486.560,3.478,4945.962
30,"SHAKE-192, standard, robust",460.436,4486.385,3.532,4950.353
31,"SHAKE-192, standard, robust",471.049,4443.012,3.526,4917.588
32,"SHAKE-192, standard, robust",457.699,4435.152,3.586,4896.437
33,"SHAKE-192, standard, robust",458.645,4430.273,3.641,4892.559
34,"SHAKE-192, standard, robust",455.752,4424.370,3.481,4883.604
35,"SHAKE-192, standard, robust",455.507,4460.852,3.487,4919.847
36,"SHAKE-192, standard, robust",455.201,4441.746,3.461,4900.408
37,"SHAKE-192, standard, robust",454.958,4430.400,3.656,4889.013
38,"SHAKE-192, standard, robust",462.450,4470.057,3.480,4935.987
39,"SHAKE-192, standard, robust",456.877,4433.405,3.611,4893.892
40,"SHAKE-192, standard, robust",455.787,4430.504,3.496,4889.787
41,"SHAKE-192, standard, robust",455.212,4440.002,3.503,4898.718
42,"SHAKE-192, standard, robust",454.934,4439.288,3.529,4897.750
43,"SHAKE-192, standard, robust",455.005,4444.661,3.537,4903.203
44,"SHAKE-192, standard, robust",455.618,4432.418,3.511,4891.546
45,"SHAKE-192, standard, robust",456.347,4432.781,3.550,4892.677
46,"SHAKE-192, standard, robust",455.173,4450.872,3.522,4909.566
47,"SHAKE-192, standard, robust",454.970,4390.088,3.563,4848.622
48,"SHAKE-192, standard, robust",454.036,4416.288,3.573,4873.897
49,"SHAKE-192, standard, robust",452.537,4416.272,3.630,4872.438
50,"SHAKE-192, standard, robust",454.504,4425.571,3.597,4883.672
51,"SHAKE-192, standard, robust",454.896,4458.211,3.414,4916.520
52,"SHAKE-192, standard, robust",454.850,4435.946,3.521,4894.317
53,"SHAKE-192, standard, robust",455.583,4441.684,3.520,4900.787
54,"SHAKE-192, standard, robust",463.645,4471.486,3.450,4938.580
55,"SHAKE-192, standard, robust",455.436,4461.904,3.591,4920.931
56,"SHAKE-192, standard, robust",457.272,4486.432,3.557,4947.261
57,"SHAKE-192, standard, robust",457.738,4431.986,3.589,4893.312
58,"SHAKE-192, standard, robust",454.482,4457.722,5.017,4917.220
59,"SHAKE-192, standard, robust",474.184,4466.741,3.641,4944.567
60,"SHAKE-192, standard, robust",457.756,4467.755,3.531,4929.042
61,"SHAKE-192, standard, robust",457.389,4517.250,3.624,4978.263
62,"SHAKE-192, standard, robust",466.526,4500.444,3.593,4970.563
63,"SHAKE-192, standard, robust",462.249,4462.567,3.554,4928.369
64,"SHAKE-192, standard, robust",455.705,4454.088,3.541,4913.334
65,"SHAKE-192, standard, robust",457.313,4444.611,3.488,4905.412
66,"SHAKE-192, standard, robust",454.488,4450.643,3.560,4908.690
67,"SHAKE-192, standard, robust",456.681,4440.913,3.546,4901.140
68,"SHAKE-192, standard, robust",457.951,4448.657,3.516,4910.124
69,"SHAKE-192, standard, robust",459.393,4449.846,3.443,4912.681
70,"SHAKE-192, standard, robust",459.150,4465.601,3.461,4928.212
71,"SHAKE-192, standard, robust",454.749,4458.833,3.534,4917.117
72,"SHAKE-192, standard, robust",459.467,4474.355,3.656,4937.479
73,"SHAKE-192, standard, robust",458.868,4461.694,3.465,4924.027
74,"SHAKE-192, standard, robust",459.942,4480.404,3.562,4943.907
75,"SHAKE-192, standard, robust",455.734,4446.907,3.654,4906.295
76,"SHAKE-192, standard, robust",454.340,4439.960,3.624,4897.924
77,"SHAKE-192, standard, robust",457.765,4422.335,3.611,4883.712
78,"SHAKE-192, standard, robust",454.456,4439.192,3.613,4897.262
79,"SHAKE-192, standard, robust",457.522,4443.945,3.510,4904.977
80,"SHAKE-192, standard, robust",455.396,4444.058,3.541,4902.995
81,"SHAKE-192, standard, robust",455.609,4440.223,3.482,4899.314
82,"SHAKE-192, standard, robust",455.011,4423.748,3.717,4882.475
83,"SHAKE-192, standard, robust",455.456,4445.609,3.406,4904.472
84,"SHAKE-192, standard, robust",456.223,4457.041,3.638,4916.902
85,"SHAKE-192, standard, robust",455.418,4506.042,3.450,4964.910
86,"SHAKE-192, standard, robust",462.767,4465.318,3.451,4931.536
87,"SHAKE-192, standard, robust",460.917,4503.674,3.473,4968.064
88,"SHAKE-192, standard, robust",465.556,4482.134,3.488,4951.178
89,"SHAKE-192, standard, robust",470.971,4498.467,3.672,4973.109
90,"SHAKE-192, standard, robust",465.910,4475.075,3.368,4944.352
91,"SHAKE-192, standard, robust",479.550,4482.726,3.502,4965.778
92,"SHAKE-192, standard, robust",457.230,4462.202,3.624,4923.056
93,"SHAKE-192, standard, robust",458.497,4528.723,3.547,4990.767
94,"SHAKE-192, standard, robust",487.458,4519.913,3.648,5011.019
95,"SHAKE-192, standard, robust",460.253,4489.180,3.555,4952.988
96,"SHAKE-192, standard, robust",464.908,4483.749,3.518,4952.175
97,"SHAKE-192, standard, robust",456.275,4457.437,3.651,4917.363
98,"SHAKE-192, standard, robust",456.509,4440.296,3.476,4900.281
99,"SHAKE-192, standard, robust",454.659,4444.778,3.617,4903.054
100,"SHAKE-192, standard, robust",469.629,4465.577,3.534,4938.740
