Iteración,Tiempo Generación Claves (ms),Tiempo Creación Firma (ms),Tiempo Verificación Firma (ms),Tiempo Total (ms)
100,1128.755,6.656,0.134,1135.544
101,2199.080,6.676,0.129,2205.884
102,560.552,6.656,0.137,567.345
103,900.836,6.656,0.133,907.624
104,764.619,6.715,0.165,771.499
105,751.706,6.718,0.134,758.557
106,3588.409,6.705,0.128,3595.242
107,1276.994,6.668,0.128,1283.790
108,567.140,6.665,0.141,573.946
109,1386.115,6.684,0.135,1392.934
110,1344.823,6.655,0.129,1351.607
111,725.846,6.680,0.127,732.653
112,1262.555,6.668,0.135,1269.358
113,1416.365,6.689,0.138,1423.193
114,1001.590,6.772,0.132,1008.494
115,2174.253,6.640,0.130,2181.023
116,1999.855,6.664,0.149,2006.668
117,981.914,6.676,0.126,988.716
118,1724.220,6.694,0.133,1731.048
119,1595.401,6.707,0.132,1602.240
120,1791.178,6.723,0.132,1798.034
121,1436.423,6.736,0.154,1443.313
122,1064.677,6.693,0.129,1071.499
123,1281.091,6.747,0.139,1287.977
124,4420.746,6.675,0.128,4427.549
125,1097.132,6.682,0.126,1103.940
126,1505.505,6.687,0.142,1512.334
127,864.786,6.656,0.137,871.580
128,1300.526,6.685,0.128,1307.339
129,421.199,6.740,0.130,428.069
130,2212.583,6.679,0.127,2219.390
131,1765.814,6.710,0.128,1772.652
132,658.531,6.671,0.136,665.338
133,2532.351,6.689,0.131,2539.171
134,785.897,6.641,0.138,792.676
135,682.079,6.654,0.135,688.868
136,2012.486,6.679,0.133,2019.299
137,511.130,6.677,0.135,517.942
138,324.308,6.643,0.130,331.081
139,702.991,6.641,0.130,709.763
140,2710.077,6.664,0.134,2716.875
141,1836.168,6.696,0.128,1842.992
142,1246.738,6.671,0.139,1253.548
143,4653.879,6.716,0.128,4660.724
144,927.316,6.684,0.141,934.141
145,842.363,6.708,0.128,849.198
146,1611.425,6.691,0.131,1618.246
147,459.122,6.722,0.129,465.973
148,1300.471,6.750,0.133,1307.354
149,1732.104,6.625,0.135,1738.864
150,2216.605,6.658,0.138,2223.401
151,947.080,6.653,0.129,953.862
152,1713.471,6.717,0.131,1720.320
153,571.451,6.678,0.129,578.258
154,1685.783,6.694,0.130,1692.607
155,900.014,6.761,0.132,906.907
156,2289.997,6.677,0.136,2296.810
157,3158.413,6.696,0.129,3165.237
158,216.629,6.685,0.128,223.442
159,6076.510,6.665,0.133,6083.307
160,877.489,6.660,0.132,884.282
161,769.481,6.698,0.128,776.307
162,849.523,6.666,0.127,856.316
163,2063.668,6.643,0.138,2070.450
164,2782.538,6.691,0.129,2789.358
165,397.844,6.688,0.137,404.669
166,963.415,6.723,0.132,970.270
167,1433.324,6.703,0.129,1440.155
168,2571.112,6.687,0.135,2577.935
169,2629.797,6.651,0.133,2636.581
170,1317.914,6.681,0.131,1324.726
171,831.493,6.658,0.132,838.283
172,1293.275,6.645,0.133,1300.053
173,2049.510,6.694,0.126,2056.330
174,1868.096,6.660,0.127,1874.884
175,1787.635,6.678,0.135,1794.449
176,2427.144,6.658,0.132,2433.934
177,1298.016,6.692,0.150,1304.858
178,1413.747,6.661,0.131,1420.539
179,1294.284,6.645,0.131,1301.059
180,1102.579,6.665,0.135,1109.379
181,3425.508,6.663,0.132,3432.302
182,1290.367,6.688,0.132,1297.186
183,1029.296,6.678,0.128,1036.102
184,1130.048,6.635,0.128,1136.811
185,937.234,6.655,0.134,944.023
186,1665.977,6.677,0.136,1672.790
187,1143.403,6.695,0.141,1150.239
188,684.056,6.712,0.141,690.909
189,573.504,6.688,0.136,580.328
190,1017.260,6.761,0.131,1024.152
191,1227.481,6.730,0.135,1234.346
192,2913.490,6.679,0.127,2920.296
193,1104.913,6.751,0.128,1111.792
194,1380.843,6.710,0.129,1387.682
195,781.051,6.639,0.141,787.831
196,1597.291,6.672,0.134,1604.097
197,1061.825,6.687,0.136,1068.649
198,2810.061,6.631,0.133,2816.824
199,581.129,6.659,0.127,587.915
200,624.296,6.600,0.132,631.029
201,831.276,6.718,0.131,838.125
202,2892.548,6.692,0.128,2899.367
203,2106.930,6.688,0.129,2113.747
204,1814.609,6.671,0.127,1821.407
205,1164.277,6.681,0.135,1171.093
206,3609.940,6.670,0.134,3616.744
207,1734.610,6.753,0.132,1741.494
208,921.216,6.688,0.136,928.040
209,1043.650,6.676,0.127,1050.453
210,679.736,6.675,0.132,686.542
211,1640.779,6.672,0.129,1647.580
212,3040.927,6.676,0.128,3047.731
213,2059.294,6.705,0.129,2066.128
214,602.585,6.689,0.134,609.408
215,1519.656,6.677,0.137,1526.470
216,933.628,6.653,0.139,940.420
217,1962.420,6.634,0.131,1969.185
218,1179.198,6.671,0.138,1186.006
219,1463.916,6.717,0.131,1470.764
220,2958.024,6.671,0.165,2964.859
221,4031.605,6.735,0.135,4038.476
222,237.114,6.839,0.133,244.085
223,800.361,6.725,0.138,807.224
224,970.405,6.837,0.151,977.392
225,859.611,6.764,0.146,866.522
226,1494.576,6.666,0.132,1501.374
227,675.735,6.676,0.140,682.551
228,451.894,6.665,0.137,458.697
229,2027.399,6.658,0.144,2034.201
230,6207.453,6.671,0.144,6214.267
231,462.226,6.685,0.127,469.038
232,1956.918,6.764,0.151,1963.832
233,2419.063,6.694,0.128,2425.886
234,655.029,6.722,0.127,661.877
235,2224.890,6.665,0.136,2231.691
236,2966.582,6.674,0.130,2973.385
237,984.217,6.649,0.137,991.004
238,622.985,6.669,0.133,629.787
239,865.913,6.786,0.129,872.829
240,1642.227,6.682,0.133,1649.042
241,1160.087,6.767,0.144,1166.999
242,2851.791,6.694,0.135,2858.620
243,4656.777,6.735,0.129,4663.641
244,2344.690,6.668,0.143,2351.502
245,1997.627,6.658,0.132,2004.416
246,1558.778,6.678,0.133,1565.589
247,2495.101,6.663,0.136,2501.900
248,207.224,6.650,0.131,214.005
249,1674.008,6.652,0.127,1680.787
250,1933.734,6.682,0.152,1940.567
251,1402.787,6.693,0.132,1409.611
252,1754.864,6.716,0.136,1761.715
253,705.304,6.713,0.132,712.150
254,1204.716,6.685,0.128,1211.529
255,500.933,6.655,0.138,507.727
256,1972.757,6.656,0.134,1979.547
257,815.944,6.676,0.133,822.753
258,507.807,6.652,0.132,514.592
259,2965.526,6.711,0.129,2972.366
260,2222.099,6.682,0.130,2228.910
261,2179.866,6.707,0.139,2186.711
262,1298.668,6.676,0.133,1305.477
263,2405.458,6.691,0.133,2412.282
264,1910.002,6.672,0.126,1916.800
265,1766.493,6.679,0.152,1773.324
266,659.053,6.664,0.131,665.848
267,393.441,6.690,0.127,400.259
268,1855.115,6.673,0.134,1861.923
269,1344.988,6.664,0.133,1351.786
270,1853.375,6.659,0.127,1860.161
271,1002.114,6.660,0.132,1008.906
272,1358.561,6.746,0.136,1365.444
273,680.331,6.662,0.128,687.121
274,906.135,6.692,0.130,912.957
275,2818.597,6.696,0.132,2825.425
276,1725.090,6.678,0.133,1731.901
277,1730.627,6.643,0.138,1737.408
278,2176.547,6.690,0.136,2183.374
279,2615.717,6.684,0.134,2622.534
280,2622.013,6.646,0.140,2628.799
281,675.048,6.646,0.126,681.820
282,580.200,6.668,0.126,586.994
283,1988.217,6.696,0.136,1995.050
284,553.284,6.680,0.128,560.091
285,1228.543,6.703,0.132,1235.378
286,2558.608,6.641,0.127,2565.377
287,1629.919,6.699,0.132,1636.750
288,409.141,6.639,0.127,415.907
289,1463.490,6.670,0.128,1470.289
290,2119.312,6.665,0.127,2126.104
291,820.035,6.614,0.128,826.778
292,967.521,6.650,0.132,974.303
293,2331.397,6.828,0.127,2338.352
294,1146.406,6.663,0.145,1153.214
295,1546.877,6.643,0.131,1553.651
296,3100.056,6.673,0.126,3106.856
297,2383.715,6.695,0.131,2390.541
298,951.558,6.659,0.127,958.345
299,2054.026,6.735,0.151,2060.912
300,1029.189,6.648,0.130,1035.967
301,1753.228,6.659,0.132,1760.019
302,299.154,6.645,0.126,305.925
303,393.091,6.630,0.127,399.848
304,825.236,6.648,0.129,832.014
305,765.958,6.654,0.126,772.738
306,845.574,6.672,0.135,852.380
307,613.921,6.646,0.136,620.704
308,1467.770,6.658,0.127,1474.555
309,1941.016,6.749,0.153,1947.917
310,1845.931,6.692,0.128,1852.751
311,1468.791,6.698,0.127,1475.617
312,2363.231,6.672,0.128,2370.031
313,484.983,6.668,0.137,491.788
314,167.356,6.630,0.134,174.120
315,962.311,6.653,0.131,969.095
316,1041.997,6.662,0.134,1048.793
317,1503.218,6.707,0.131,1510.056
318,768.026,6.730,0.126,774.883
319,1665.426,6.665,0.129,1672.220
320,1431.677,6.715,0.134,1438.527
321,419.822,6.657,0.142,426.621
322,568.498,6.645,0.133,575.276
323,1048.323,6.651,0.132,1055.106
324,810.804,6.712,0.141,817.657
325,2179.635,6.674,0.129,2186.438
326,687.213,6.706,0.136,694.055
327,1727.887,6.701,0.132,1734.720
328,3926.194,6.670,0.132,3932.996
329,1849.161,6.623,0.134,1855.918
330,1239.715,6.680,0.129,1246.524
331,2733.599,6.650,0.139,2740.388
332,2468.302,6.713,0.133,2475.149
333,2775.770,6.753,0.194,2782.717
334,1173.108,6.669,0.141,1179.917
335,2246.906,6.651,0.128,2253.685
336,1049.726,6.657,0.133,1056.516
337,717.301,6.719,0.125,724.145
338,885.050,6.688,0.136,891.874
339,606.041,6.657,0.148,612.847
340,1358.220,6.700,0.134,1365.053
341,2755.455,6.659,0.131,2762.245
342,703.280,6.668,0.137,710.084
343,1949.861,6.669,0.164,1956.694
344,701.631,6.767,0.143,708.541
345,1280.206,6.708,0.136,1287.050
346,1389.742,6.700,0.129,1396.570
347,2104.650,6.673,0.127,2111.451
348,812.499,6.628,0.134,819.262
349,1303.175,6.708,0.131,1310.014
350,1377.505,6.663,0.131,1384.298
351,1524.539,6.634,0.126,1531.299
352,811.392,6.662,0.133,818.188
353,1028.767,6.668,0.126,1035.561
354,2461.567,6.671,0.133,2468.372
355,1946.552,6.700,0.126,1953.378
356,436.761,6.743,0.130,443.634
357,1329.234,6.731,0.135,1336.100
358,1559.403,6.729,0.128,1566.260
359,927.160,6.795,0.134,934.089
360,730.392,6.630,0.134,737.156
361,1363.948,6.642,0.131,1370.720
362,740.861,6.648,0.130,747.639
363,2858.127,6.708,0.125,2864.960
364,2292.588,6.674,0.161,2299.423
365,1800.650,6.680,0.147,1807.478
366,2222.929,6.765,0.147,2229.840
367,1076.249,6.680,0.130,1083.059
368,1935.131,6.708,0.127,1941.966
369,1278.210,6.723,0.132,1285.065
370,1078.986,6.655,0.127,1085.768
371,467.787,6.704,0.139,474.630
372,2161.935,6.721,0.127,2168.782
373,568.030,6.609,0.126,574.764
374,3972.132,6.659,0.130,3978.921
375,2109.151,6.659,0.133,2115.942
376,932.317,6.812,0.164,939.293
377,994.390,6.655,0.133,1001.178
378,2495.183,6.686,0.134,2502.003
379,2012.438,6.713,0.129,2019.280
380,1154.845,6.786,0.136,1161.766
381,1877.401,6.651,0.126,1884.178
382,2877.913,6.667,0.137,2884.717
383,556.566,6.645,0.125,563.337
384,1577.294,6.657,0.129,1584.080
385,2161.446,6.736,0.134,2168.316
386,1664.974,6.682,0.126,1671.781
387,2481.695,6.682,0.139,2488.517
388,590.485,6.706,0.127,597.318
389,2219.122,6.688,0.135,2225.945
390,611.663,6.665,0.129,618.457
391,2252.556,6.679,0.135,2259.370
392,943.093,6.680,0.126,949.899
393,2489.059,6.714,0.141,2495.914
394,1254.106,6.738,0.148,1260.992
395,371.358,6.639,0.126,378.123
396,1895.613,6.659,0.126,1902.398
397,898.667,6.698,0.126,905.491
398,766.524,6.676,0.131,773.332
399,2187.181,6.756,0.144,2194.081
400,886.812,6.659,0.141,893.611
401,1802.846,6.705,0.134,1809.685
402,1102.254,6.642,0.131,1109.028
403,1807.312,6.689,0.135,1814.136
404,1998.277,6.642,0.131,2005.050
405,1089.545,6.835,0.129,1096.508
406,2580.214,6.666,0.125,2587.005
407,872.703,6.650,0.132,879.486
408,1072.507,6.649,0.145,1079.301
409,383.997,6.697,0.127,390.821
410,2401.161,6.680,0.131,2407.972
411,758.256,6.723,0.143,765.121
412,2316.872,6.743,0.134,2323.749
413,1411.900,6.655,0.130,1418.685
414,1660.105,6.669,0.127,1666.901
415,648.811,6.641,0.132,655.584
416,1147.335,6.672,0.137,1154.145
417,618.288,6.719,0.156,625.163
418,3029.760,6.660,0.127,3036.547
419,910.007,6.653,0.132,916.792
420,2834.116,6.736,0.136,2840.988
421,641.763,6.670,0.134,648.566
422,516.568,6.702,0.126,523.396
423,2977.321,6.726,0.132,2984.178
424,385.367,6.618,0.131,392.116
425,1310.429,6.673,0.126,1317.228
426,1612.278,6.658,0.132,1619.068
427,1190.791,6.660,0.126,1197.577
428,866.815,6.646,0.125,873.585
429,1018.235,6.652,0.126,1025.013
430,1425.187,6.656,0.132,1431.975
431,1331.763,6.688,0.124,1338.575
432,456.166,6.652,0.130,462.948
433,387.902,6.739,0.125,394.766
434,3140.732,6.681,0.126,3147.538
435,1596.279,6.781,0.140,1603.200
436,1671.826,6.667,0.130,1678.623
437,4287.823,6.692,0.134,4294.649
438,2411.312,6.693,0.130,2418.136
439,414.829,6.651,0.125,421.604
440,2268.166,6.711,0.128,2275.004
441,2701.354,6.785,0.126,2708.265
442,1538.063,6.705,0.126,1544.893
443,673.321,6.734,0.132,680.187
444,1722.896,6.683,0.126,1729.706
445,1083.568,6.775,0.128,1090.471
446,821.176,6.665,0.133,827.974
447,1771.320,6.649,0.125,1778.095
448,1704.008,6.680,0.132,1710.819
449,824.748,6.723,0.133,831.604
450,947.517,6.639,0.136,954.292
451,579.686,6.681,0.129,586.496
452,1261.103,6.648,0.126,1267.877
453,2656.527,6.705,0.137,2663.368
454,6974.004,6.656,0.126,6980.786
455,1734.901,6.719,0.129,1741.749
456,497.806,6.654,0.126,504.586
457,1077.274,6.631,0.136,1084.041
458,1993.921,6.664,0.127,2000.712
459,3945.252,6.667,0.139,3952.059
460,2492.333,6.698,0.126,2499.156
461,1240.631,7.267,0.176,1248.074
462,1066.049,6.677,0.131,1072.857
463,1311.011,6.644,0.131,1317.786
464,1103.521,6.682,0.125,1110.327
465,1268.908,6.650,0.127,1275.686
466,594.216,6.654,0.127,600.997
467,1831.233,6.651,0.128,1838.012
468,1116.150,6.675,0.131,1122.957
469,2272.809,6.626,0.126,2279.561
470,972.137,6.637,0.126,978.900
471,476.048,6.674,0.142,482.864
472,823.628,6.638,0.131,830.396
473,1606.302,6.643,0.134,1613.079
474,1009.782,6.677,0.126,1016.584
475,3480.654,6.660,0.128,3487.442
476,2099.823,6.677,0.128,2106.628
477,2749.732,6.693,0.130,2756.554
478,2105.538,6.651,0.134,2112.324
479,1556.403,6.626,0.129,1563.158
480,1459.440,6.740,0.127,1466.307
481,1837.136,6.675,0.128,1843.938
482,2102.626,6.691,0.128,2109.444
483,3007.783,6.671,0.127,3014.581
484,1525.514,6.636,0.126,1532.276
485,1344.969,6.645,0.127,1351.742
486,1385.260,6.647,0.126,1392.034
487,1581.996,6.664,0.132,1588.792
488,509.971,6.670,0.133,516.774
489,1730.587,6.641,0.135,1737.362
490,1848.147,6.643,0.137,1854.927
491,2595.962,6.684,0.131,2602.776
492,1185.562,6.729,0.133,1192.423
493,1932.790,6.663,0.130,1939.583
494,851.307,6.642,0.127,858.077
495,2311.282,6.642,0.130,2318.054
496,573.994,6.634,0.131,580.760
497,464.535,6.649,0.127,471.311
498,771.088,6.682,0.126,777.895
499,1807.819,6.698,0.126,1814.644
500,1136.318,6.634,0.127,1143.079
501,843.871,6.654,0.126,850.651
502,1672.569,6.666,0.129,1679.364
503,1875.215,6.674,0.130,1882.019
504,3217.978,6.627,0.127,3224.732
505,531.885,6.663,0.130,538.678
506,2798.224,8.994,0.214,2807.432
507,1130.778,6.654,0.129,1137.561
508,2318.090,6.638,0.130,2324.858
509,813.548,6.655,0.127,820.330
510,3152.115,6.683,0.127,3158.925
511,1617.254,6.758,0.135,1624.147
512,1911.765,6.657,0.126,1918.548
513,3107.696,6.657,0.126,3114.480
514,1551.566,6.691,0.130,1558.387
515,5471.396,6.625,0.137,5478.157
516,4948.954,6.669,0.131,4955.754
517,1262.177,6.689,0.128,1268.994
518,1656.752,6.695,0.128,1663.575
519,1424.705,6.655,0.137,1431.497
520,2950.968,6.650,0.125,2957.743
521,337.671,6.639,0.125,344.435
522,1223.856,6.669,0.126,1230.651
523,609.300,6.695,0.135,616.130
524,1165.572,6.683,0.129,1172.384
525,1356.260,6.612,0.130,1363.001
526,1390.789,6.654,0.134,1397.577
527,2499.939,6.718,0.132,2506.788
528,582.177,6.671,0.128,588.976
529,604.941,6.677,0.132,611.749
530,1394.851,6.674,0.136,1401.662
531,1795.040,6.645,0.126,1801.811
532,617.142,6.683,0.138,623.963
533,1448.189,6.641,0.135,1454.965
534,1992.209,6.675,0.127,1999.011
535,1156.876,6.641,0.140,1163.657
536,1022.629,6.631,0.125,1029.385
537,804.141,6.670,0.129,810.939
538,1015.926,6.663,0.128,1022.717
539,307.776,6.640,0.130,314.546
540,2263.552,6.690,0.127,2270.369
541,2333.298,6.687,0.126,2340.111
542,597.088,6.651,0.135,603.874
543,2657.554,6.679,0.127,2664.360
544,1600.037,6.654,0.129,1606.820
545,2980.981,6.699,0.131,2987.811
546,1322.448,6.646,0.127,1329.221
547,2266.700,6.633,0.127,2273.459
548,2683.698,6.665,0.126,2690.490
549,2336.310,6.708,0.125,2343.143
550,2634.423,6.666,0.130,2641.220
551,288.713,6.623,0.154,295.491
552,1329.227,6.689,0.132,1336.048
553,1181.193,6.674,0.126,1187.993
554,589.236,6.680,0.129,596.045
555,882.571,6.657,0.127,889.355
556,1848.899,6.646,0.135,1855.680
557,722.826,6.643,0.130,729.599
558,1622.163,6.657,0.131,1628.950
559,944.976,6.642,0.141,951.760
560,340.871,6.661,0.127,347.659
561,610.088,6.657,0.126,616.871
562,2222.840,6.677,0.133,2229.650
563,1072.542,6.764,0.139,1079.445
564,1856.640,6.667,0.132,1863.440
565,1447.564,6.621,0.125,1454.311
566,601.126,6.867,0.167,608.161
567,613.339,6.669,0.131,620.139
568,2679.481,6.661,0.130,2686.272
569,572.459,6.811,0.160,579.430
570,563.071,6.630,0.127,569.828
571,826.857,9.255,0.142,836.254
572,308.645,6.671,0.160,315.476
573,1042.170,6.925,0.166,1049.261
574,2447.805,6.666,0.136,2454.606
575,1236.663,6.662,0.126,1243.452
576,1138.134,6.710,0.131,1144.975
577,1165.132,6.699,0.141,1171.972
578,642.994,6.677,0.128,649.799
579,1946.200,6.686,0.129,1953.015
580,753.908,6.684,0.128,760.721
581,1241.916,6.682,0.130,1248.728
582,3110.029,6.687,0.146,3116.862
583,1962.831,6.688,0.134,1969.653
584,821.142,6.627,0.129,827.898
585,2485.264,6.659,0.139,2492.062
586,1855.087,6.636,0.136,1861.860
587,2057.492,6.747,0.128,2064.367
588,740.246,6.680,0.141,747.066
589,495.233,6.700,0.126,502.059
590,2602.282,6.640,0.136,2609.057
591,1715.781,6.684,0.129,1722.595
592,218.341,6.650,0.132,225.123
593,1602.979,6.652,0.127,1609.758
594,2723.747,6.690,0.128,2730.565
595,1616.559,6.627,0.126,1623.312
596,909.965,6.696,0.125,916.786
597,978.607,6.670,0.134,985.411
598,2165.072,6.638,0.134,2171.843
599,3703.802,6.665,0.128,3710.595
600,555.072,6.695,0.135,561.902
601,3641.542,6.675,0.132,3648.349
602,564.739,6.679,0.132,571.549
603,3069.356,6.857,0.176,3076.389
604,3246.455,6.710,0.125,3253.290
605,2767.899,6.663,0.140,2774.703
606,781.968,6.704,0.131,788.802
607,1675.278,6.726,0.125,1682.130
608,1618.607,6.703,0.130,1625.440
609,3645.037,6.674,0.127,3651.838
610,1224.098,6.645,0.127,1230.871
611,2550.475,6.664,0.137,2557.275
612,1333.455,6.623,0.127,1340.204
613,3450.084,6.670,0.126,3456.880
614,1927.396,6.717,0.155,1934.268
615,2835.978,6.648,0.126,2842.752
616,909.685,6.653,0.143,916.481
617,2613.823,6.618,0.129,2620.570
618,2562.300,6.693,0.125,2569.119
619,1798.947,6.698,0.127,1805.772
620,2218.570,6.690,0.127,2225.388
621,862.622,6.675,0.126,869.423
622,480.319,6.665,0.129,487.112
623,898.727,6.665,0.126,905.517
624,1820.476,6.668,0.127,1827.271
625,491.932,6.652,0.127,498.710
626,531.026,6.703,0.141,537.869
627,2337.026,6.681,0.133,2343.840
628,725.217,6.696,0.125,732.038
629,1500.031,6.677,0.128,1506.836
630,1796.540,6.678,0.133,1803.351
631,596.822,6.640,0.130,603.592
632,1335.668,6.669,0.154,1342.491
633,822.663,6.673,0.129,829.465
634,1490.740,6.735,0.134,1497.608
635,2810.695,6.617,0.128,2817.440
636,1715.335,6.715,0.126,1722.176
637,1745.934,6.717,0.173,1752.824
638,659.094,6.719,0.130,665.943
639,719.384,6.730,0.133,726.247
640,827.372,6.660,0.130,834.161
641,2708.187,6.717,0.156,2715.060
642,3573.434,6.698,0.132,3580.264
643,1026.535,6.610,0.129,1033.274
644,1446.682,6.656,0.132,1453.470
645,443.297,6.690,0.128,450.115
646,1319.291,6.664,0.132,1326.087
647,2016.495,8.155,0.151,2024.801
648,772.094,6.625,0.130,778.849
649,1153.325,6.691,0.140,1160.156
650,1266.058,6.651,0.129,1272.838
651,918.245,6.652,0.125,925.022
652,1048.711,6.738,0.146,1055.596
653,1923.174,6.658,0.123,1929.956
654,2335.512,6.680,0.130,2342.321
655,754.622,6.693,0.125,761.439
656,213.574,6.635,0.124,220.333
657,1128.858,6.696,0.125,1135.679
658,622.692,6.672,0.124,629.488
659,1862.244,6.660,0.142,1869.047
660,1061.359,6.690,0.128,1068.177
661,980.697,6.646,0.123,987.467
662,1266.057,6.676,0.124,1272.857
663,1102.969,6.666,0.123,1109.759
664,2374.969,6.678,0.128,2381.775
665,916.737,6.692,0.124,923.554
666,549.355,6.748,0.129,556.232
667,1421.139,6.693,0.128,1427.960
668,4585.761,6.680,0.128,4592.568
669,1188.013,6.633,0.134,1194.780
670,5993.204,6.656,0.134,5999.994
671,1831.278,6.769,0.148,1838.195
672,4715.449,6.623,0.124,4722.196
673,3389.642,6.645,0.135,3396.422
674,698.964,6.622,0.124,705.710
675,1109.155,6.711,0.125,1115.991
676,876.236,6.683,0.133,883.053
677,1837.612,6.673,0.124,1844.410
678,1600.453,6.638,0.125,1607.215
679,2810.186,6.700,0.126,2817.012
680,1084.687,6.711,0.130,1091.528
681,1632.395,6.617,0.150,1639.163
682,1759.258,6.666,0.127,1766.051
683,2214.567,6.694,0.129,2221.390
684,520.539,6.632,0.129,527.300
685,1323.895,6.683,0.132,1330.709
686,619.592,6.658,0.135,626.386
687,1130.700,6.694,0.130,1137.525
688,1129.304,6.674,0.130,1136.108
689,1114.061,6.690,0.132,1120.883
690,1606.396,6.668,0.134,1613.198
691,3018.490,6.662,0.130,3025.281
692,1539.093,6.685,0.129,1545.907
693,1830.560,6.672,0.130,1837.361
694,1641.659,6.667,0.128,1648.454
695,444.159,6.746,0.130,451.035
696,2482.099,6.642,0.124,2488.866
697,1810.549,6.632,0.131,1817.311
698,1169.970,6.985,0.156,1177.110
699,552.946,6.676,0.129,559.751
700,832.427,6.638,0.133,839.198
701,1304.296,6.706,0.125,1311.127
702,1278.726,6.686,0.128,1285.540
703,4049.906,6.710,0.124,4056.740
704,2263.241,6.656,0.131,2270.028
705,2044.725,6.693,0.126,2051.544
706,3105.595,6.652,0.124,3112.371
707,1673.187,6.609,0.130,1679.926
708,1776.784,6.685,0.125,1783.594
709,1033.691,6.647,0.138,1040.476
710,1171.134,6.658,0.134,1177.926
711,330.406,6.693,0.126,337.225
712,3058.082,6.641,0.128,3064.852
713,812.436,6.657,0.134,819.226
714,1514.092,6.771,0.131,1520.993
715,1857.715,6.716,0.127,1864.558
716,1298.514,6.630,0.131,1305.274
