Iteración,Falcon Version,Tamaño Mensaje,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
113,Falcon512,grande,12.0468,1.3135,0.1207,13.4810
114,Falcon512,grande,8.6662,1.2081,0.1221,9.9964
115,Falcon512,grande,9.9127,1.1383,0.1202,11.1712
116,Falcon512,grande,7.5934,1.3286,0.1199,9.0419
117,Falcon512,grande,9.2652,1.3345,0.1283,10.7280
118,Falcon512,grande,11.9299,1.1975,0.1199,13.2473
119,Falcon512,grande,11.0055,1.3350,0.1211,12.4616
120,Falcon512,grande,8.2490,1.2031,0.1183,9.5704
121,Falcon512,grande,7.8989,1.3177,0.1207,9.3373
122,Falcon512,grande,8.1909,1.3817,0.1202,9.6928
123,Falcon512,grande,8.5077,1.3164,0.1189,9.9430
124,Falcon512,grande,8.7593,1.2766,0.1188,10.1547
125,Falcon512,grande,9.5791,1.3273,0.1218,11.0282
126,Falcon512,grande,11.3527,1.2808,0.1186,12.7521
127,Falcon512,grande,13.7931,2.1086,0.1824,16.0841
128,Falcon512,grande,9.1542,1.3193,0.1202,10.5937
129,Falcon512,grande,14.7436,1.3217,0.1217,16.1870
130,Falcon512,grande,14.6119,1.2763,0.1190,16.0072
131,Falcon512,grande,9.9040,1.3618,0.1207,11.3865
132,Falcon512,grande,9.8677,1.2625,0.1191,11.2493
133,Falcon512,grande,19.6226,1.1587,0.1209,20.9022
134,Falcon512,grande,18.3620,1.2230,0.1198,19.7048
135,Falcon512,grande,8.8142,1.3370,0.1207,10.2719
136,Falcon512,grande,7.3956,1.3389,0.1204,8.8549
