Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
66,shake-192s-robust,471.7182,4631.2214,3.7973,5106.7369
67,shake-192s-robust,471.8594,4626.6952,3.4103,5101.9649
68,shake-192s-robust,472.6838,4627.0215,3.3806,5103.0859
69,shake-192s-robust,472.1624,4622.3782,3.6370,5098.1776
70,shake-192s-robust,470.5093,4623.1372,3.5936,5097.2401
71,shake-192s-robust,472.1334,4626.2575,3.6630,5102.0539
72,shake-192s-robust,472.1560,4626.0697,3.4352,5101.6609
73,shake-192s-robust,471.5723,4619.2088,3.7222,5094.5033
74,shake-192s-robust,471.1216,4619.6474,3.4752,5094.2442
75,shake-192s-robust,472.2021,4629.7708,3.5142,5105.4871
76,shake-192s-robust,471.3458,4623.9310,3.6912,5098.9680
77,shake-192s-robust,472.9715,4614.2892,3.5553,5090.8160
78,shake-192s-robust,471.1122,4617.4893,3.2938,5091.8953
79,shake-192s-robust,473.4561,4629.2217,3.6691,5106.3469
80,shake-192s-robust,471.6959,4645.2933,3.9553,5120.9445
81,shake-192s-robust,472.3264,4624.8614,3.4775,5100.6653
82,shake-192s-robust,471.8160,4623.2169,3.5546,5098.5875
83,shake-192s-robust,470.7717,4619.2618,3.7121,5093.7456
84,shake-192s-robust,472.6789,4641.3907,3.6912,5117.7608
85,shake-192s-robust,472.2634,4619.8126,3.6096,5095.6856
86,shake-192s-robust,470.5274,4624.7246,3.5230,5098.7750
87,shake-192s-robust,470.7064,4620.0846,3.5013,5094.2923
88,shake-192s-robust,473.4296,4619.4156,3.5937,5096.4389
89,shake-192s-robust,473.1994,4621.0655,3.4680,5097.7329
90,shake-192s-robust,472.1349,4615.5937,3.5095,5091.2381
91,shake-192s-robust,470.9255,4618.3567,3.4430,5092.7252
92,shake-192s-robust,470.7379,4615.6668,3.4547,5089.8594
93,shake-192s-robust,471.0331,4613.9998,3.8623,5088.8952
94,shake-192s-robust,472.1613,4621.7771,3.4539,5097.3923
95,shake-192s-robust,470.8014,4609.7065,3.4451,5083.9530
96,shake-192s-robust,470.8047,4618.1566,3.4628,5092.4241
97,shake-192s-robust,471.1676,4612.1504,3.5813,5086.8993
98,shake-192s-robust,471.3414,4623.6233,3.4588,5098.4235
99,shake-192s-robust,473.0579,4630.6413,3.5822,5107.2814
100,shake-192s-robust,471.9960,4611.3710,3.6124,5086.9794
