Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
83,sha2-128f-robust,4.3407,105.3982,6.4469,116.1858
84,sha2-128f-robust,4.2432,105.5731,6.2212,116.0375
85,sha2-128f-robust,4.3430,106.2269,6.2996,116.8695
86,sha2-128f-robust,4.2921,105.8558,6.4800,116.6279
87,sha2-128f-robust,4.3462,105.4728,6.1300,115.9490
88,sha2-128f-robust,4.4070,105.3279,6.2973,116.0322
89,sha2-128f-robust,4.2589,105.5864,6.4009,116.2462
90,sha2-128f-robust,4.4516,105.9814,6.2178,116.6508
91,sha2-128f-robust,4.2697,106.0960,6.3409,116.7066
92,sha2-128f-robust,4.3796,105.8616,6.0964,116.3376
93,sha2-128f-robust,4.3750,105.8251,6.4197,116.6198
94,sha2-128f-robust,4.3095,105.4750,6.0973,115.8818
95,sha2-128f-robust,4.3331,106.6071,6.6169,117.5571
96,sha2-128f-robust,4.2539,109.4830,6.1498,119.8867
97,sha2-128f-robust,4.3857,106.1338,6.4791,116.9986
98,sha2-128f-robust,4.4103,105.9020,6.3415,116.6538
99,sha2-128f-robust,4.2914,106.1338,6.2729,116.6981
100,sha2-128f-robust,4.3845,106.1628,6.1735,116.7208
