Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
73,sha2-192s-robust,405.2976,4006.4130,3.2662,4414.9768
74,sha2-192s-robust,406.4594,3987.3793,3.2747,4397.1134
75,sha2-192s-robust,405.3752,4006.1057,3.0487,4414.5296
76,sha2-192s-robust,406.5684,3999.3480,3.1310,4409.0474
77,sha2-192s-robust,406.3583,3987.7492,3.3324,4397.4399
78,sha2-192s-robust,406.8022,4018.0133,3.2641,4428.0796
79,sha2-192s-robust,407.5707,3988.4064,3.1647,4399.1418
80,sha2-192s-robust,406.3865,4002.5306,3.1829,4412.1000
81,sha2-192s-robust,404.0732,3991.8013,3.1878,4399.0623
82,sha2-192s-robust,406.5245,4023.6826,3.3013,4433.5084
83,sha2-192s-robust,406.9444,4003.2550,3.0620,4413.2614
84,sha2-192s-robust,405.7567,3998.3687,3.0787,4407.2041
85,sha2-192s-robust,406.3628,4003.4772,3.2617,4413.1017
86,sha2-192s-robust,407.5317,3989.6775,3.2477,4400.4569
87,sha2-192s-robust,407.7507,4013.1983,3.1783,4424.1273
88,sha2-192s-robust,405.8385,3986.6672,3.3806,4395.8863
89,sha2-192s-robust,405.9456,4005.3053,3.1854,4414.4363
90,sha2-192s-robust,406.9846,3992.4337,3.2255,4402.6438
91,sha2-192s-robust,405.5767,4003.5596,3.3389,4412.4752
92,sha2-192s-robust,407.3199,4010.4716,3.2552,4421.0467
93,sha2-192s-robust,405.1362,4010.1947,3.2503,4418.5812
94,sha2-192s-robust,404.8168,3997.6950,3.2676,4405.7794
95,sha2-192s-robust,405.5507,3979.6268,3.0587,4388.2362
96,sha2-192s-robust,408.1536,3998.3056,3.2019,4409.6611
97,sha2-192s-robust,406.2603,3986.2408,3.2217,4395.7228
98,sha2-192s-robust,404.9432,4017.4414,3.1430,4425.5276
99,sha2-192s-robust,409.9083,4001.8155,2.9535,4414.6773
100,sha2-192s-robust,405.1111,4004.2192,3.3003,4412.6306
