Iteración,SPHINCS+ Version,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
30,sha2-256s-robust,345.6658,4179.2352,6.3276,4531.2286
31,sha2-256s-robust,344.6644,4183.8252,6.2471,4534.7367
32,sha2-256s-robust,346.2205,4187.7096,5.9070,4539.8371
33,sha2-256s-robust,345.5895,4173.4024,5.8117,4524.8036
34,sha2-256s-robust,347.1026,4202.3549,6.1872,4555.6447
35,sha2-256s-robust,345.7466,4173.3127,5.7170,4524.7763
36,sha2-256s-robust,346.1167,4191.2738,5.9603,4543.3508
37,sha2-256s-robust,345.9826,4172.0329,5.7317,4523.7472
38,sha2-256s-robust,345.2014,4200.0687,6.5691,4551.8392
39,sha2-256s-robust,346.1843,4177.5270,5.9386,4529.6499
40,sha2-256s-robust,345.0016,4197.9127,5.7578,4548.6721
41,sha2-256s-robust,345.3588,4194.8016,6.0278,4546.1882
42,sha2-256s-robust,345.0813,4185.3601,6.1366,4536.5780
43,sha2-256s-robust,345.3645,4188.2241,5.8159,4539.4045
44,sha2-256s-robust,346.1748,4172.3684,6.1590,4524.7022
45,sha2-256s-robust,348.4931,4193.1593,6.1061,4547.7585
46,sha2-256s-robust,345.8681,4170.3746,6.1802,4522.4229
47,sha2-256s-robust,345.8030,4193.9171,5.7415,4545.4616
48,sha2-256s-robust,345.2198,4176.5806,6.0439,4527.8443
49,sha2-256s-robust,345.0962,4198.1708,5.9825,4549.2495
50,sha2-256s-robust,346.1202,4186.0545,6.2885,4538.4632
51,sha2-256s-robust,345.2967,4189.4135,5.7712,4540.4814
52,sha2-256s-robust,344.2421,4181.6703,6.1543,4532.0667
53,sha2-256s-robust,346.0414,4179.6463,5.9546,4531.6423
54,sha2-256s-robust,345.1913,4195.2409,6.0019,4546.4341
55,sha2-256s-robust,345.6430,4174.3098,5.9552,4525.9080
56,sha2-256s-robust,348.1027,4190.8577,6.2926,4545.2530
57,sha2-256s-robust,345.3707,4168.2869,5.8872,4519.5448
58,sha2-256s-robust,347.0752,4187.7483,6.0847,4540.9082
59,sha2-256s-robust,345.4798,4188.2322,6.0849,4539.7969
60,sha2-256s-robust,345.4426,4187.9248,6.4135,4539.7809
61,sha2-256s-robust,345.3057,4178.3237,5.8353,4529.4647
62,sha2-256s-robust,345.9114,4189.4188,5.9767,4541.3069
63,sha2-256s-robust,345.5911,4186.4544,6.0121,4538.0576
64,sha2-256s-robust,345.0800,4189.8460,6.0182,4540.9442
65,sha2-256s-robust,346.5435,4185.2295,6.3002,4538.0732
66,sha2-256s-robust,345.3087,4161.3267,5.7783,4512.4137
67,sha2-256s-robust,344.9844,4181.2251,5.7372,4531.9467
68,sha2-256s-robust,346.2518,4178.5859,5.8956,4530.7333
69,sha2-256s-robust,347.4055,4191.4005,5.6873,4544.4933
70,sha2-256s-robust,345.1397,4170.4334,5.7998,4521.3729
71,sha2-256s-robust,347.7242,4192.1277,5.9388,4545.7907
72,sha2-256s-robust,346.6210,4185.5094,5.6604,4537.7908
73,sha2-256s-robust,344.6324,4200.5475,5.9267,4551.1066
74,sha2-256s-robust,346.3949,4198.0300,6.0050,4550.4299
75,sha2-256s-robust,345.6880,4191.3904,5.7165,4542.7949
76,sha2-256s-robust,345.2780,4188.0229,6.0879,4539.3888
77,sha2-256s-robust,346.5866,4172.6575,6.0614,4525.3055
78,sha2-256s-robust,346.8185,4187.4647,6.2121,4540.4953
79,sha2-256s-robust,346.4475,4176.0551,6.1730,4528.6756
80,sha2-256s-robust,345.8644,4197.1556,5.8473,4548.8673
81,sha2-256s-robust,346.7031,4159.7113,5.8323,4512.2467
82,sha2-256s-robust,343.8731,4176.4142,6.0189,4526.3062
83,sha2-256s-robust,344.8298,4158.2818,5.7471,4508.8587
84,sha2-256s-robust,344.0228,4166.0000,6.2363,4516.2591
85,sha2-256s-robust,344.1496,4175.2021,5.6757,4525.0274
86,sha2-256s-robust,344.7443,4159.7433,5.6051,4510.0927
87,sha2-256s-robust,345.1996,4205.7587,5.6204,4556.5787
88,sha2-256s-robust,345.5530,4157.5711,5.9649,4509.0890
89,sha2-256s-robust,344.2811,4174.8071,5.9991,4525.0873
90,sha2-256s-robust,344.4659,4158.8561,6.1565,4509.4785
91,sha2-256s-robust,344.2880,4159.2974,5.9085,4509.4939
92,sha2-256s-robust,343.8854,4163.6020,5.9961,4513.4835
93,sha2-256s-robust,343.9056,4175.2566,5.9242,4525.0864
94,sha2-256s-robust,346.8040,4191.7903,5.8972,4544.4915
95,sha2-256s-robust,344.7338,4166.7767,5.7560,4517.2665
96,sha2-256s-robust,343.9879,4170.7365,5.8955,4520.6199
97,sha2-256s-robust,343.9694,4153.3314,6.2572,4503.5580
98,sha2-256s-robust,344.9172,4180.0625,5.7444,4530.7241
99,sha2-256s-robust,345.2868,4154.5910,6.0806,4505.9584
100,sha2-256s-robust,343.3472,4165.1181,6.0451,4514.5104
